Time,HMO,HEXOSE,SUCCINATE,ACETATE,PROPIONATE,LACTATE,FORMATE,ETHANOL,BUTYRATE,H2
0,0.5,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
0.2,0.480830055581754,0.0757487308003347,0.0720171943360924,0.0777310256052917,0.0784282235987339,0.0720185043977133,0.0723023548003411,0.0720170421806195,0.0804345306303132,0.0719467589702787
0.4,0.462684494378304,0.106985868938155,0.0929751892832586,0.10406914790316,0.105694468257212,0.092983775836196,0.0936073272781502,0.0929743367046825,0.113270627625363,0.0928231618754474
0.6,0.445494316485529,0.143775520003142,0.112925549241993,0.129942600269176,0.131747304658614,0.112951415087631,0.113977909439574,0.112923463317688,0.148218627255822,0.11268141059678
0.8,0.429208339299367,0.185808381261747,0.131916761362344,0.155590043451779,0.156569099280431,0.131972529501845,0.133468710866346,0.131913239896126,0.185258599992562,0.13157116109976
1,0.413784278436975,0.232615598188199,0.149994605185753,0.181052587341004,0.180165144399188,0.15009426672915,0.152127000809216,0.149989902226766,0.224282892746334,0.149539647599856
1.2,0.399164437780261,0.283650825878243,0.167202538646401,0.206370377114779,0.202557498705827,0.167360611737778,0.169994998828454,0.167197380879562,0.265102860902221,0.166631800672667
1.4,0.385235313233377,0.338028355234573,0.18358208164172,0.231676351006805,0.223781738978573,0.183813010505386,0.187111685986404,0.183577537637596,0.307477548212987,0.182890359603762
1.6,0.371923151098734,0.394620830506411,0.199172946594122,0.257119296614922,0.243882310394552,0.199490605469419,0.203513363400822,0.199170268778371,0.351195226632433,0.198355979259157
1.8,0.35918723238737,0.452399641484979,0.214013043386304,0.282806457701703,0.26290803327521,0.214430430467751,0.219234075189055,0.214013588811151,0.396110701756299,0.213067331743657
2,0.347000354099731,0.510520614371033,0.228138541726218,0.308814077602626,0.280909674435026,0.228667629020443,0.234306095717519,0.228143731080851,0.442130082358404,0.227061203101259
2.2,0.335340804967141,0.568317455105363,0.241583936443447,0.335196823990237,0.2979383571108,0.242235621778283,0.248760253463226,0.241595236679603,0.489197123893601,0.240372585299425
2.4,0.324189070997996,0.625273438150021,0.254382109923511,0.361993754174076,0.314044486508711,0.255166231157616,0.262626109979486,0.254401031464984,0.537281646470099,0.253034763727225
2.6,0.313526573012126,0.680989899467932,0.266564395299889,0.389231932009889,0.32927707451396,0.267489774659415,0.275932027995668,0.266592493671158,0.586369037913701,0.265079400426151
2.8,0.303335287361731,0.735156813023579,0.278160640229442,0.416927934935335,0.343683340472276,0.27923513689976,0.288705166869586,0.278199514889884,0.636451361978004,0.276536613261708
3,0.29359770278628,0.787528660887454,0.289199268582739,0.445088155906415,0.357308469818289,0.290429831928856,0.300971456120421,0.289250558104691,0.687521084454629,0.287435051233769
3.2,0.284296853432821,0.837907273029849,0.299707338618595,0.473709043187374,0.370195459849083,0.301100065024397,0.312755590236766,0.299772715951583,0.739567974731063,0.297801966113996
3.4,0.275416333969342,0.886131017691423,0.309710598070113,0.50277798584757,0.382385025830195,0.311270797859853,0.324081065965239,0.309791770798473,0.792578952751984,0.307663280589463
3.6,0.266940281685351,0.932068534127248,0.319233537294015,0.532275034452278,0.393915560089041,0.320965816658561,0.334970263661567,0.319332256760745,0.846540121297601,0.317043653082879
3.79999999999999,0.258853334766847,0.975615272335641,0.32829944159503,0.562175273588031,0.404823141599631,0.330207800586248,0.345444561206628,0.328417522718482,0.901439991599646,0.325966539411485
3.99999999999999,0.251140578593389,1.01669161407878,0.336930443568074,0.592451410879811,0.415141593611727,0.339018386627018,0.355524460591785,0.33706979467681,0.957272840516417,0.334454251438818
4.19999999999999,0.243787489594726,1.05524180036492,0.345147575970742,0.623076005820884,0.424902585300702,0.34741822714071,0.365229702945929,0.345310235406354,1.01404118459295,0.342528012865988
4.39999999999999,0.236779883757198,1.09123317650065,0.352970825253202,0.654022778293386,0.434135770649447,0.355427037185035,0.374579348644366,0.353158999332126,1.07175655434681,0.35020801230199
4.59999999999999,0.2301038748631,1.12465542343951,0.360419185437285,0.685266663333201,0.442868954136083,0.363063630528881,0.383591806458782,0.360635281226085,1.13043814199243,0.35751345374574
4.79999999999999,0.223745845882454,1.1555195217249,0.3675107115985,0.71678270132917,0.451128269083017,0.370345945854636,0.392284809209428,0.367757358391561,1.19010947152628,0.364462604606072
4.99999999999999,0.217692435334492,1.18385623719335,0.37426257185054,0.74854433744438,0.458938351940979,0.377291067273566,0.400675350096355,0.374542627463576,1.25079390832527,0.371072841379783
5.19999999999999,0.211930537976364,1.20971399619676,0.380691096610835,0.780522002711999,0.466322496272257,0.383915244839446,0.408779607666635,0.38100763816373,1.3125103543725,0.377360693101918
5.39999999999999,0.206447315937563,1.23315618383515,0.3868118242347,0.812682705781281,0.473302776149734,0.390233920036301,0.416612890176484,0.387168126645915,1.37527048957849,0.383341882676972
5.59999999999999,0.201230216064608,1.25425806702249,0.392639542852467,0.844990739546439,0.479900139621449,0.396261757954267,0.424189617418988,0.393039050047718,1.43907816065429,0.389031366194339
5.79999999999999,0.196266994442794,1.27310356133521,0.398188328947077,0.877408894579738,0.486134481733481,0.402012683879711,0.431523336957512,0.398634622102491,1.50393036600764,0.394443370326325
5.99999999999999,0.191545752268225,1.28978200761778,0.403471583282634,0.90989937589572,0.492024705845128,0.407499920340262,0.438626758548653,0.40396834855579,1.56981869247377,0.399591427902243
6.19999999999999,0.187072101396638,1.30452771341109,0.408501995372175,0.942479142761897,0.497587786832632,0.412736321124675,0.44551366225512,0.409053219622815,1.63683274190504,0.404488411747531
