Time,Bacteroides theta,Bacteroides fragilis,Bifido longum,Bifido breve,Bifido adolescentis,Eubacterium hallii,Faecalibacterium prausnitzii,Roseburia intestinalis
5.26,0.017656806,0.027627948,0.062622889,3.391019017,0.18849375,0.180816131,0.022181011,0.020835736
5.28,0.017735628,0.027790813,0.063147629,3.394630378,0.190782467,0.18202479,0.022294182,0.020929616
5.3,0.017815265,0.027955323,0.063677226,3.397995611,0.19309832,0.183225258,0.022408391,0.021024276
5.32,0.017895728,0.028121499,0.064211726,3.401130434,0.195441604,0.184417297,0.022523651,0.021119722
5.34,0.017977027,0.028289365,0.064751174,3.404049711,0.197812617,0.185600674,0.022639972,0.021215963
5.36,0.018059173,0.028458944,0.065295616,3.406767472,0.200211658,0.186775162,0.022757369,0.021313007
5.38,0.018142177,0.028630259,0.065845099,3.409296948,0.20263903,0.187940541,0.022875851,0.021410863
5.4,0.01822605,0.028803334,0.066399669,3.411650596,0.205095037,0.189096597,0.022995433,0.021509539
5.42,0.018310802,0.028978194,0.066959373,3.413840134,0.207579987,0.190243123,0.023116127,0.021609044
5.44,0.018396446,0.029154862,0.06752426,3.415876572,0.21009419,0.191379918,0.023237945,0.021709386
5.46,0.018482992,0.029333365,0.068094376,3.417770242,0.212637958,0.192506789,0.023360901,0.021810575
5.48,0.018570453,0.029513728,0.068669771,3.419530837,0.215211606,0.193623551,0.023485009,0.021912619
5.5,0.01865884,0.029695976,0.069250494,3.421167435,0.217815452,0.194730024,0.02361028,0.022015527
5.52,0.018748166,0.029880137,0.069836594,3.422688537,0.220449816,0.195826038,0.023736729,0.022119309
5.54,0.018838443,0.030066238,0.07042812,3.424102097,0.22311502,0.196911428,0.02386437,0.022223974
5.56,0.018929682,0.030254304,0.071025123,3.425415548,0.22581139,0.197986038,0.023993217,0.022329531
5.58,0.019021898,0.030444366,0.071627653,3.42663584,0.228539252,0.19904972,0.024123284,0.022435989
5.6,0.019115103,0.03063645,0.072235763,3.427769457,0.231298938,0.200102333,0.024254585,0.02254336
5.62,0.019209309,0.030830586,0.072849503,3.428822455,0.23409078,0.201143745,0.024387135,0.022651651
5.64,0.019304531,0.031026802,0.073468925,3.429800481,0.236915114,0.202173831,0.024520949,0.022760874
5.66,0.019400782,0.03122513,0.074094082,3.430708801,0.239772275,0.203192474,0.024656042,0.022871038
5.68,0.019498076,0.031425599,0.074725027,3.431552323,0.242662606,0.204199564,0.024792429,0.022982154
5.7,0.019596426,0.03162824,0.075361814,3.432335618,0.245586448,0.205195002,0.024930125,0.023094232
5.72,0.019695848,0.031833085,0.076004496,3.433062946,0.248544147,0.206178694,0.025069147,0.023207282
5.74,0.019796355,0.032040165,0.076653128,3.43373827,0.251536049,0.207150555,0.02520951,0.023321316
5.76,0.019897963,0.032249514,0.077307766,3.434365281,0.254562506,0.208110507,0.025351231,0.023436343
5.78,0.020000686,0.032461164,0.077968463,3.434947412,0.257623868,0.209058483,0.025494325,0.023552374
5.8,0.02010454,0.03267515,0.078635277,3.435487856,0.260720492,0.209994419,0.02563881,0.023669422
5.82,0.02020954,0.032891505,0.079308263,3.435989584,0.263852733,0.210918264,0.025784703,0.023787497
5.84,0.020315702,0.033110265,0.079987479,3.436455358,0.267020952,0.21182997,0.02593202,0.02390661
5.86,0.020423043,0.033331465,0.080672982,3.436887744,0.27022551,0.212729499,0.026080779,0.024026773
5.88,0.020531577,0.033555142,0.081364831,3.437289129,0.273466772,0.213616822,0.026230998,0.024147998
5.9,0.020641324,0.033781333,0.082063082,3.43766173,0.276745103,0.214491913,0.026382695,0.024270296
5.92,0.020752298,0.034010075,0.082767797,3.438007609,0.280060872,0.215354757,0.026535888,0.024393679
5.94,0.020864518,0.034241406,0.083479033,3.438328678,0.283414451,0.216205346,0.026690595,0.024518161
5.96,0.020978,0.034475366,0.084196852,3.438626716,0.286806211,0.217043677,0.026846835,0.024643752
5.98,0.021092764,0.034711995,0.084921313,3.438903375,0.29023653,0.217869755,0.027004628,0.024770466
6,0.021208827,0.034951333,0.085652478,3.439160187,0.293705783,0.218683592,0.027163993,0.024898315
6.02,0.021326207,0.03519342,0.086390409,3.439398578,0.29721435,0.219485206,0.027324949,0.025027313
6.04,0.021444924,0.0354383,0.087135168,3.43961987,0.300762613,0.220274623,0.027487517,0.025157471
6.06,0.021564996,0.035686015,0.087886817,3.43982529,0.304350956,0.221051872,0.027651716,0.025288804
6.08,0.021686444,0.035936609,0.08864542,3.440015979,0.307979764,0.221816992,0.027817567,0.025421325
6.1,0.021809286,0.036190126,0.089411041,3.440192994,0.311649425,0.222570025,0.027985092,0.025555047
6.12,0.021933544,0.036446612,0.090183745,3.440357319,0.315360327,0.22331102,0.028154311,0.025689985
6.14,0.022059238,0.036706112,0.090963595,3.440509864,0.319112863,0.224040032,0.028325246,0.025826152
6.16,0.022186389,0.036968673,0.091750659,3.440651476,0.322907426,0.224757119,0.028497918,0.025963562
6.18,0.022315018,0.037234345,0.092545002,3.440782941,0.32674441,0.225462348,0.028672351,0.02610223
6.2,0.022445147,0.037503174,0.093346691,3.440904989,0.330624212,0.226155788,0.028848567,0.026242171
6.22,0.022576799,0.037775212,0.094155793,3.441018295,0.334547231,0.226837514,0.029026588,0.026383399
6.24,0.022709995,0.038050509,0.094972376,3.441123487,0.338513865,0.227507605,0.029206439,0.02652593
6.26,0.02284476,0.038329117,0.09579651,3.441221149,0.342524518,0.228166144,0.029388141,0.026669778
6.28,0.022981116,0.038611088,0.096628262,3.441311822,0.346579591,0.22881322,0.029571721,0.026814959
6.3,0.023119087,0.038896477,0.097467703,3.441396007,0.350679489,0.229448924,0.029757202,0.026961489
6.32,0.023258697,0.039185338,0.098314904,3.44147417,0.354824617,0.230073352,0.029944609,0.027109384
6.34,0.023399973,0.039477727,0.099169935,3.441546744,0.359015383,0.230686604,0.030133966,0.027258659
6.36,0.023542938,0.0397737,0.100032868,3.44161413,0.363252194,0.231288781,0.030325301,0.027409332
6.38,0.023687618,0.040073317,0.100903775,3.441676701,0.367535461,0.231879991,0.030518639,0.027561419
6.4,0.02383404,0.040376637,0.10178273,3.441734801,0.371865592,0.232460341,0.030714006,0.027714936
6.42,0.023982231,0.04068372,0.102669805,3.441788752,0.376243001,0.233029945,0.030911429,0.027869902
6.44,0.024132218,0.040994627,0.103565075,3.441838851,0.380668098,0.233588915,0.031110936,0.028026333
6.46,0.024284028,0.041309422,0.104468615,3.441885375,0.385141297,0.234137369,0.031312554,0.028184246
6.48,0.02443769,0.041628169,0.105380501,3.441928579,0.389663011,0.234675427,0.031516312,0.028343661
6.5,0.024593234,0.041950933,0.106300808,3.441968701,0.394233656,0.235203209,0.031722238,0.028504594
6.52,0.024750687,0.042277781,0.107229613,3.442005964,0.398853645,0.235720839,0.031930362,0.028667065
6.54,0.024910081,0.042608781,0.108166994,3.44204057,0.403523394,0.236228441,0.032140712,0.028831092
6.56,0.025071446,0.042944004,0.10911303,3.44207271,0.408243319,0.236726143,0.03235332,0.028996694
6.58,0.025234814,0.043283519,0.110067798,3.442102562,0.413013835,0.237214072,0.032568216,0.029163891
6.6,0.025400215,0.0436274,0.111031379,3.442130288,0.417835359,0.237692357,0.03278543,0.029332701
6.62,0.025567684,0.04397572,0.112003853,3.442156041,0.422708305,0.23816113,0.033004995,0.029503146
6.64,0.025737252,0.044328556,0.1129853,3.442179962,0.427633091,0.23862052,0.033226943,0.029675244
6.66,0.025908954,0.044685983,0.113975803,3.442202181,0.432610132,0.239070661,0.033451307,0.029849017
6.68,0.026082825,0.04504808,0.114975444,3.442222821,0.437639841,0.239511685,0.033678119,0.030024485
6.7,0.026258898,0.045414929,0.115984306,3.442241994,0.442722636,0.239943726,0.033907414,0.030201669
6.72,0.026437212,0.04578661,0.117002472,3.442259805,0.447858928,0.240366916,0.034139226,0.030380592
6.74,0.026617801,0.046163208,0.118030028,3.442276352,0.453049132,0.240781392,0.03437359,0.030561273
6.76,0.026800704,0.046544809,0.119067058,3.442291723,0.458293659,0.241187286,0.034610541,0.030743737
6.78,0.026985959,0.046931498,0.120113649,3.442306004,0.46359292,0.241584733,0.034850116,0.030928004
6.8,0.027173604,0.047323367,0.121169888,3.442319272,0.468947327,0.241973867,0.035092352,0.031114098
6.82,0.02736368,0.047720505,0.122235861,3.4423316,0.474357286,0.242354822,0.035337286,0.031302042
6.84,0.027556227,0.048123007,0.123311657,3.442343053,0.479823206,0.242727733,0.035584955,0.03149186
6.86,0.027751287,0.048530966,0.124397366,3.442353695,0.485345491,0.243092731,0.0358354,0.031683575
6.88,0.027948902,0.04894448,0.125493076,3.442363584,0.490924544,0.243449951,0.036088658,0.031877211
6.9,0.028149115,0.049363648,0.126598879,3.442372772,0.496560767,0.243799524,0.036344771,0.032072793
6.92,0.02835197,0.049788573,0.127714866,3.44238131,0.50225456,0.244141583,0.036603779,0.032270347
6.94,0.028557513,0.050219356,0.128841129,3.442389244,0.508006317,0.244476258,0.036865723,0.032469897
6.96,0.02876579,0.050656105,0.129977761,3.442396617,0.513816434,0.244803679,0.037130646,0.032671469
6.98,0.028976847,0.051098927,0.131124856,3.442403469,0.519685302,0.245123975,0.037398591,0.03287509
7,0.029190733,0.051547933,0.132282508,3.442409837,0.525613309,0.245437276,0.0376696,0.033080786
7.02,0.029407497,0.052003236,0.133450812,3.442415755,0.531600839,0.245743707,0.03794372,0.033288584
7.04,0.029627189,0.052464952,0.134629865,3.442421255,0.537648273,0.246043397,0.038220995,0.033498512
7.06,0.02984986,0.052933199,0.135819764,3.442426367,0.543755991,0.246336468,0.038501471,0.033710597
7.08,0.030075563,0.053408097,0.137020606,3.442431119,0.549924365,0.246623047,0.038785195,0.033924868
7.1,0.03030435,0.053889771,0.13823249,3.442435535,0.556153765,0.246903254,0.039072214,0.034141354
7.12,0.030536278,0.054377245,0.139455516,3.44243964,0.562444556,0.247177213,0.039362578,0.034360084
7.14,0.030771402,0.054868044,0.140689784,3.442443456,0.568797099,0.247445042,0.039656335,0.034581087
7.16,0.031009779,0.0553621,0.141935395,3.442447003,0.57521175,0.247706862,0.039953537,0.034804395
7.18,0.031251467,0.055859453,0.143192451,3.4424503,0.58168886,0.247962788,0.040254233,0.035030037
7.2,0.031496526,0.056360142,0.144461055,3.442453365,0.588228774,0.248212938,0.040558477,0.035258046
7.22,0.031745018,0.056864204,0.145741311,3.442456215,0.594831831,0.248457425,0.040866322,0.035488452
7.24,0.031997005,0.05737168,0.147033323,3.442458864,0.601498365,0.248696363,0.041177821,0.035721288
7.26,0.032252551,0.057882609,0.148337197,3.442461327,0.608228703,0.248929864,0.04149303,0.035956587
7.28,0.03251172,0.05839703,0.14965304,3.442463617,0.615023167,0.249158038,0.041812005,0.036194382
7.3,0.032774581,0.058914985,0.150980958,3.442465745,0.621882071,0.249380992,0.042134802,0.036434707
7.32,0.033041202,0.059436513,0.15232106,3.442467725,0.628805721,0.249598835,0.04246148,0.036677597
7.34,0.033311651,0.059961656,0.153673455,3.442469566,0.635794417,0.249811672,0.042792099,0.036923087
7.36,0.033586002,0.060490454,0.155038254,3.442471277,0.642848451,0.250019606,0.043126718,0.037171211
7.38,0.033864327,0.061022951,0.156415566,3.442472868,0.649968107,0.25022274,0.043465399,0.037422007
7.4,0.034146702,0.061559187,0.157805504,3.442474348,0.657153661,0.250421175,0.043808204,0.037675512
7.42,0.034433202,0.062099206,0.159208181,3.442475724,0.664405377,0.25061501,0.044155198,0.037931762
7.44,0.034723908,0.06264305,0.160623711,3.442477004,0.671723515,0.250804342,0.044506445,0.038190796
7.46,0.035018898,0.063190762,0.162052208,3.442478194,0.679108322,0.250989268,0.044862012,0.038452653
7.48,0.035318256,0.063742386,0.163493788,3.442479301,0.686560037,0.251169882,0.045221965,0.038717372
7.5,0.035622066,0.064297967,0.164948567,3.44248033,0.694078887,0.251346276,0.045586374,0.038984992
7.52,0.035930414,0.064857548,0.166416664,3.442481288,0.701665089,0.251518543,0.045955309,0.039255556
7.54,0.036243388,0.065421175,0.167898196,3.442482178,0.709318852,0.251686771,0.046328841,0.039529104
7.56,0.03656108,0.065988892,0.169393284,3.442483006,0.717040369,0.251851049,0.046707042,0.039805678
7.58,0.036883581,0.066560745,0.170902047,3.442483776,0.724829824,0.252011463,0.047089987,0.040085322
7.6,0.037210987,0.067136781,0.172424608,3.442484493,0.732687388,0.252168099,0.047477752,0.040368078
7.62,0.037543396,0.067717046,0.173961089,3.44248516,0.74061322,0.252321039,0.047870413,0.040653992
7.64,0.037880907,0.068301587,0.175511614,3.44248578,0.748607466,0.252470365,0.048268049,0.040943109
7.66,0.038223622,0.06889045,0.177076306,3.442486356,0.756670258,0.252616159,0.048670739,0.041235474
7.68,0.038571646,0.069483685,0.178655292,3.442486893,0.764801715,0.252758499,0.049078566,0.041531135
7.7,0.038925086,0.070081338,0.180248699,3.442487392,0.77300194,0.252897461,0.049491613,0.041830138
7.72,0.039284053,0.070683459,0.181856653,3.442487856,0.781271024,0.253033123,0.049909964,0.042132533
7.74,0.03964866,0.071290097,0.183479284,3.442488288,0.789609039,0.253165559,0.050333706,0.042438368
7.76,0.040019021,0.071901301,0.185116721,3.44248869,0.798016045,0.253294841,0.050762926,0.042747695
7.78,0.040395257,0.072517122,0.186769096,3.442489064,0.806492084,0.253421041,0.051197716,0.043060563
7.8,0.040777488,0.073137609,0.188436539,3.442489412,0.815037181,0.253544229,0.051638167,0.043377025
7.82,0.041165839,0.073762813,0.190119185,3.442489736,0.823651345,0.253664474,0.052084371,0.043697133
7.84,0.041560439,0.074392787,0.191817166,3.442490037,0.832334567,0.253781843,0.052536426,0.044020943
7.86,0.041961419,0.075027581,0.193530618,3.442490318,0.84108682,0.253896403,0.052994427,0.044348507
7.88,0.042368913,0.075667248,0.195259677,3.442490579,0.849908057,0.254008217,0.053458474,0.044679883
7.9,0.04278306,0.076311841,0.197004481,3.442490821,0.858798213,0.25411735,0.053928669,0.045015127
7.92,0.043204001,0.076961412,0.198765168,3.442491047,0.867757204,0.254223862,0.054405115,0.045354297
7.94,0.043631883,0.077616017,0.200541877,3.442491257,0.876784924,0.254327816,0.054887917,0.045697451
7.96,0.044066855,0.078275708,0.202334748,3.442491453,0.885881248,0.254429269,0.055377183,0.046044651
7.98,0.04450907,0.078940541,0.204143924,3.442491635,0.895046029,0.254528282,0.055873023,0.046395956
8,0.044958687,0.079610571,0.205969548,3.442491805,0.904279097,0.254624909,0.056375548,0.046751429
8.02,0.045415866,0.080285854,0.207811762,3.442491962,0.913580262,0.254719208,0.056884873,0.047111134
8.04,0.045880774,0.080966445,0.209670714,3.442492109,0.922949309,0.254811232,0.057401115,0.047475135
8.06,0.046353583,0.081652402,0.211546548,3.442492246,0.932386,0.254901035,0.057924393,0.047843497
8.08,0.046834466,0.082343782,0.213439411,3.442492373,0.941890074,0.25498867,0.058454829,0.048216288
8.1,0.047323605,0.083040643,0.215349454,3.442492491,0.951461244,0.255074186,0.058992546,0.048593576
8.12,0.047821185,0.083743042,0.217276825,3.442492602,0.961099199,0.255157635,0.059537672,0.04897543
8.14,0.048327395,0.084451039,0.219221676,3.442492704,0.9708036,0.255239065,0.060090336,0.049361922
8.16,0.048842432,0.085164694,0.221184157,3.4424928,0.980574085,0.255318523,0.06065067,0.049753122
8.18,0.049366496,0.085884065,0.223164424,3.442492889,0.990410263,0.255396058,0.061218808,0.050149106
8.2,0.049899794,0.086609214,0.22516263,3.442492971,1.000311715,0.255471713,0.06179489,0.050549947
8.22,0.050442539,0.087340202,0.22717893,3.442493048,1.010277995,0.255545534,0.062379055,0.050955722
8.24,0.050994949,0.08807709,0.229213482,3.44249312,1.020308629,0.255617565,0.062971448,0.051366509
8.26,0.051557248,0.08881994,0.231266444,3.442493187,1.030403113,0.255687848,0.063572214,0.051782387
8.28,0.052129668,0.089568815,0.233337976,3.442493249,1.040560912,0.255756425,0.064181505,0.052203436
8.3,0.052712446,0.090323779,0.235428236,3.442493307,1.050781464,0.255823337,0.064799473,0.05262974
8.32,0.053305827,0.091084895,0.237537389,3.442493361,1.061064172,0.255888623,0.065426276,0.053061382
8.34,0.053910064,0.091852228,0.239665596,3.442493411,1.07140841,0.255952322,0.066062072,0.053498447
8.36,0.054525414,0.092625842,0.241813021,3.442493458,1.08181352,0.256014473,0.066707026,0.053941023
8.38,0.055152144,0.093405804,0.243979831,3.442493501,1.092278811,0.256075113,0.067361304,0.0543892
8.4,0.05579053,0.09419218,0.246166192,3.442493542,1.102803559,0.256134278,0.068025077,0.054843066
8.42,0.056440853,0.094985037,0.248372271,3.44249358,1.113387006,0.256192003,0.068698521,0.055302716
8.44,0.057103404,0.095784441,0.250598239,3.442493615,1.12402836,0.256248324,0.069381812,0.055768243
8.46,0.057778484,0.096590462,0.252844266,3.442493648,1.134726795,0.256303274,0.070075134,0.056239743
8.48,0.058466401,0.097403167,0.255110523,3.442493678,1.145481449,0.256356885,0.070778673,0.056717315
8.5,0.059167472,0.098222627,0.257397185,3.442493707,1.156291425,0.256409191,0.071492619,0.057201059
8.52,0.059882026,0.099048911,0.259704424,3.442493733,1.167155789,0.256460223,0.072217167,0.057691076
8.54,0.0606104,0.099882089,0.262032418,3.442493758,1.178073572,0.256510012,0.072952517,0.05818747
8.56,0.061352942,0.100722234,0.264381342,3.442493781,1.189043767,0.256558588,0.073698871,0.058690349
8.58,0.062110011,0.101569417,0.266751376,3.442493802,1.200065328,0.25660598,0.07445644,0.059199819
8.6,0.062881977,0.10242371,0.269142699,3.442493822,1.211137175,0.256652217,0.075225435,0.059715992
8.62,0.06366922,0.103285187,0.271555491,3.44249384,1.222258186,0.256697327,0.076006074,0.060238981
8.64,0.064472134,0.104153922,0.273989936,3.442493858,1.233427203,0.256741337,0.076798581,0.0607689
8.66,0.065291124,0.105029989,0.276446217,3.442493874,1.244643027,0.256784274,0.077603184,0.061305866
8.68,0.066126609,0.105913464,0.278924518,3.442493889,1.255904423,0.256826164,0.078420116,0.061850001
8.7,0.066979021,0.106804422,0.281425027,3.442493903,1.267210113,0.256867033,0.079249616,0.062401425
8.72,0.067848804,0.10770294,0.28394793,3.442493916,1.27855878,0.256906905,0.080091928,0.062960264
8.74,0.068736418,0.108609096,0.286493416,3.442493928,1.28994907,0.256945805,0.080947302,0.063526645
8.76,0.069642338,0.109522968,0.289061677,3.442493939,1.301379585,0.256983757,0.081815995,0.064100699
8.78,0.070567053,0.110444634,0.291652903,3.44249395,1.31284889,0.257020782,0.082698268,0.064682557
8.8,0.07151107,0.111374174,0.294267288,3.44249396,1.324355506,0.257056905,0.083594389,0.065272356
8.82,0.072474909,0.112311668,0.296905026,3.442493969,1.335897917,0.257092147,0.084504634,0.065870233
8.84,0.073459112,0.113257197,0.299566313,3.442493977,1.347474565,0.257126529,0.085429282,0.066476331
8.86,0.074464234,0.114210843,0.302251346,3.442493985,1.359083852,0.257160073,0.086368622,0.067090794
8.88,0.075490852,0.115172689,0.304960324,3.442493993,1.370724138,0.257192799,0.087322949,0.067713768
8.9,0.076539561,0.116142816,0.307693446,3.442493999,1.382393744,0.257224727,0.088292563,0.068345405
8.92,0.077610975,0.11712131,0.310450914,3.442494006,1.394090951,0.257255876,0.089277776,0.068985858
8.94,0.078705731,0.118108255,0.313232931,3.442494012,1.405814001,0.257286265,0.090278902,0.069635285
8.96,0.079824485,0.119103737,0.3160397,3.442494017,1.417561093,0.257315914,0.091296266,0.070293845
8.98,0.080967917,0.120107842,0.318871427,3.442494023,1.429330389,0.25734484,0.0923302,0.070961702
9,0.08213673,0.121120656,0.32172832,3.442494027,1.441120012,0.257373061,0.093381045,0.071639025
9.02,0.083331651,0.122142269,0.324610585,3.442494032,1.452928045,0.257400593,0.09444915,0.072325983
9.04,0.084553432,0.123172767,0.327518434,3.442494036,1.464752535,0.257427455,0.095534872,0.073022753
9.06,0.085802852,0.124212242,0.330452077,3.44249404,1.476591489,0.257453662,0.096638576,0.073729512
9.08,0.087080716,0.125260783,0.333411726,3.442494044,1.488442878,0.25747923,0.09776064,0.074446444
9.1,0.088387859,0.126318481,0.336397596,3.442494047,1.500304637,0.257504176,0.098901446,0.075173734
9.12,0.089725142,0.127385428,0.339409902,3.44249405,1.512174665,0.257528513,0.100061391,0.075911574
9.14,0.091093462,0.128461717,0.34244886,3.442494053,1.524050827,0.257552258,0.101240877,0.076660159
9.16,0.092493743,0.129547442,0.345514689,3.442494056,1.535930952,0.257575424,0.10244032,0.077419688
9.18,0.093926946,0.130642697,0.348607609,3.442494059,1.547812838,0.257598027,0.103660145,0.078190365
9.2,0.095394062,0.131747577,0.35172784,3.442494061,1.559694251,0.257620078,0.104900789,0.078972397
9.22,0.096896123,0.132862179,0.354875604,3.442494063,1.571572926,0.257641593,0.106162697,0.079766
9.24,0.098434196,0.133986599,0.358051127,3.442494065,1.583446567,0.257662584,0.107446329,0.080571389
9.26,0.100009387,0.135120935,0.361254632,3.442494067,1.59531285,0.257683065,0.108752156,0.081388789
9.28,0.101622843,0.136265287,0.364486347,3.442494069,1.607169426,0.257703047,0.11008066,0.082218427
9.3,0.103275754,0.137419754,0.367746499,3.442494071,1.619013918,0.257722543,0.111432336,0.083060537
9.32,0.104969354,0.138584437,0.371035319,3.442494072,1.630843926,0.257741564,0.112807693,0.083915357
9.34,0.106704922,0.139759436,0.374353037,3.442494074,1.642657027,0.257760123,0.114207253,0.08478313
9.36,0.108483786,0.140944856,0.377699885,3.442494075,1.654450777,0.25777823,0.11563155,0.085664108
9.38,0.110307325,0.142140798,0.381076098,3.442494076,1.666222712,0.257795898,0.117081135,0.086558545
9.4,0.112176968,0.143347367,0.38448191,3.442494078,1.677970351,0.257813136,0.118556571,0.087466702
9.42,0.114094201,0.144564669,0.387917558,3.442494079,1.689691199,0.257829955,0.120058438,0.088388849
9.44,0.116060565,0.14579281,0.391383281,3.44249408,1.701382745,0.257846365,0.12158733,0.089325257
9.46,0.118077662,0.147031896,0.394879317,3.442494081,1.713042467,0.257862377,0.123143859,0.090276208
9.48,0.120147154,0.148282036,0.398405908,3.442494082,1.724667834,0.257878,0.12472865,0.091241989
9.5,0.122270769,0.14954334,0.401963295,3.442494083,1.736256307,0.257893243,0.126342349,0.092222893
9.52,0.124450302,0.150815916,0.405551722,3.442494083,1.747805343,0.257908116,0.127985618,0.093219222
9.54,0.126687619,0.152099876,0.409171435,3.442494084,1.759312393,0.257922629,0.129659135,0.094231283
9.56,0.128984659,0.153395333,0.41282268,3.442494085,1.770774912,0.257936789,0.131363601,0.095259392
9.58,0.131343438,0.154702399,0.416505705,3.442494085,1.782190352,0.257950606,0.133099731,0.096303871
9.6,0.133766051,0.156021188,0.420220758,3.442494086,1.793556174,0.257964087,0.134868265,0.097365052
9.62,0.13625468,0.157351816,0.423968091,3.442494086,1.804869843,0.257977242,0.136669961,0.098443274
9.64,0.138811591,0.158694398,0.427747955,3.442494087,1.816128833,0.257990078,0.138505597,0.099538884
9.66,0.141439144,0.160049052,0.431560604,3.442494087,1.827330633,0.258002603,0.140375976,0.100652237
9.68,0.144139792,0.161415895,0.435406293,3.442494088,1.838472744,0.258014824,0.142280394,0.101783698
9.7,0.146916091,0.162795048,0.439285277,3.442494088,1.849552684,0.258026749,0.144208439,0.10293364
9.72,0.149770699,0.164186631,0.443197814,3.442494089,1.860567995,0.258038385,0.146158265,0.104102447
9.74,0.152706384,0.165590764,0.447144162,3.442494089,1.871516237,0.25804974,0.148130227,0.10529051
9.76,0.155726028,0.16700757,0.451124582,3.442494089,1.882394999,0.25806082,0.15012468,0.106498231
9.78,0.158832632,0.168437174,0.455139336,3.44249409,1.893201897,0.258071631,0.152141989,0.107726023
9.8,0.162029322,0.169879699,0.459188685,3.44249409,1.903934578,0.258082181,0.15418252,0.108974307
9.82,0.165319354,0.171335272,0.463272893,3.44249409,1.914590723,0.258092476,0.156246647,0.110243518
9.84,0.168706119,0.172804019,0.467392227,3.442494091,1.92516805,0.258102522,0.158334748,0.111534099
9.86,0.172193152,0.174286068,0.471546952,3.442494091,1.935664317,0.258112325,0.160447206,0.112846506
9.88,0.175784137,0.175781549,0.475737336,3.442494091,1.946077323,0.258121891,0.162584409,0.114181206
9.9,0.179482912,0.177290591,0.479963649,3.442494091,1.956404911,0.258131226,0.164746752,0.115538678
9.92,0.183293479,0.178813327,0.484226161,3.442494091,1.966644974,0.258140336,0.166934633,0.116919414
9.94,0.18722001,0.180349889,0.488525143,3.442494092,1.976795453,0.258149226,0.169148459,0.118323917
9.96,0.191266854,0.18190041,0.492860868,3.442494092,1.986854343,0.258157901,0.17138864,0.119752706
9.98,0.195438546,0.183465025,0.49723361,3.442494092,1.996819691,0.258166366,0.173655593,0.121206311
10,0.199739816,0.185043872,0.501643644,3.442494092,2.006689606,0.258174628,0.175949739,0.122685277
10.02,0.204175596,0.186637086,0.506091247,3.442494092,2.016462252,0.25818269,0.178271508,0.124190163
10.04,0.20875103,0.188244807,0.510576697,3.442494092,2.026135859,0.258190557,0.180621334,0.125721542
10.06,0.213471485,0.189867175,0.51510027,3.442494093,2.03570872,0.258198236,0.182999657,0.127280005
10.08,0.218342557,0.191504329,0.519662249,3.442494093,2.045179192,0.258205729,0.185406924,0.128866156
10.1,0.223370085,0.193156413,0.524262912,3.442494093,2.054545703,0.258213041,0.187843589,0.130480616
10.12,0.22856016,0.194823571,0.528902543,3.442494093,2.06380675,0.258220177,0.190310111,0.132124022
10.14,0.233919137,0.196505945,0.533581424,3.442494093,2.072960901,0.258227142,0.192806955,0.13379703
10.16,0.239453642,0.198203684,0.53829984,3.442494093,2.082006799,0.258233939,0.195334596,0.135500312
10.18,0.245170591,0.199916933,0.543058074,3.442494093,2.09094316,0.258240572,0.197893511,0.137234559
10.2,0.251050701,0.201645842,0.547856415,3.442494093,2.099768777,0.258247046,0.200484188,0.139000481
10.22,0.257040515,0.203390559,0.552695147,3.442494093,2.10848252,0.258253364,0.203107121,0.140798808
10.24,0.263140681,0.205151238,0.55757456,3.442494093,2.117083338,0.25825953,0.205762808,0.142630288
10.26,0.269353966,0.206928028,0.562494943,3.442494093,2.125570259,0.258265548,0.208451758,0.144495693
10.28,0.275683172,0.208721085,0.567456585,3.442494093,2.133942391,0.258271421,0.211174485,0.146395813
10.3,0.282131137,0.210530564,0.572459777,3.442494093,2.142198922,0.258277154,0.213931512,0.148331463
10.32,0.288700733,0.21235662,0.57750481,3.442494094,2.150339121,0.258282748,0.216723369,0.150303478
10.34,0.295394865,0.214199412,0.582591977,3.442494094,2.158362339,0.258288208,0.219550592,0.15231272
10.36,0.302216471,0.216059098,0.587721571,3.442494094,2.16626801,0.258293538,0.222413726,0.154360071
10.38,0.309168522,0.217935839,0.592893886,3.442494094,2.174055646,0.258298739,0.225313325,0.156446442
10.4,0.316254018,0.219829797,0.598109216,3.442494094,2.181724843,0.258303816,0.22824995,0.158572769
10.42,0.323475987,0.221741135,0.603367858,3.442494094,2.189275278,0.258308771,0.231224169,0.160740013
10.44,0.330837486,0.223670017,0.608670106,3.442494094,2.196706706,0.258313607,0.234236559,0.162949164
10.46,0.338341596,0.22561661,0.614016258,3.442494094,2.204018964,0.258318327,0.237287706,0.165201241
10.48,0.345991421,0.227581081,0.619406611,3.442494094,2.211211969,0.258322934,0.240378205,0.167497292
10.5,0.353790089,0.229563598,0.624841462,3.442494094,2.218285714,0.258327431,0.243508657,0.169838395
10.52,0.361740745,0.231564332,0.63032111,3.442494094,2.225240271,0.25833182,0.246679674,0.172225662
10.54,0.36984655,0.233583454,0.635845854,3.442494094,2.232075785,0.258336104,0.249891877,0.174660234
10.56,0.378110681,0.235621138,0.641415993,3.442494094,2.23879248,0.258340286,0.253145894,0.177143288
10.58,0.386536325,0.237677558,0.647031826,3.442494094,2.24539065,0.258344368,0.256442364,0.179676037
