Bacteroides theta,Bacteroides theta,Bacteroides theta,Bacteroides fragilis,Bacteroides theta,Bifido longum,Bacteroides theta,Bifido breve,Bacteroides theta,Bifido adolescentis,Bacteroides theta,Eubacterium hallii,Bacteroides theta,Faecalibacterium prausnitzii,Bacteroides theta,Roseburia intestinalis,Bacteroides fragilis,Bacteroides fragilis,Bacteroides fragilis,Bifido longum,Bacteroides fragilis,Bifido breve,Bacteroides fragilis,Bifido adolescentis,Bacteroides fragilis,Eubacterium hallii,Bacteroides fragilis,Faecalibacterium prausnitzii,Bacteroides fragilis,Roseburia intestinalis,Bifido longum,Bifido longum,Bifido longum,Bifido breve,Bifido longum,Bifido adolescentis,Bifido longum,Eubacterium hallii,Bifido longum,Faecalibacterium prausnitzii,Bifido longum,Roseburia intestinalis,Bifido breve,Bifido breve,Bifido breve,Bifido adolescentis,Bifido breve,Eubacterium hallii,Bifido breve,Faecalibacterium prausnitzii,Bifido breve,Roseburia intestinalis,Bifido adolescentis,Bifido adolescentis,Bifido adolescentis,Eubacterium hallii,Bifido adolescentis,Faecalibacterium prausnitzii,Bifido adolescentis,Roseburia intestinalis,Eubacterium hallii,Eubacterium hallii,Eubacterium hallii,Faecalibacterium prausnitzii,Eubacterium hallii,Roseburia intestinalis,Faecalibacterium prausnitzii,Faecalibacterium prausnitzii,Faecalibacterium prausnitzii,Roseburia intestinalis,Roseburia intestinalis,Roseburia intestinalis
-1.063662909,-1.063662909,-0.086074845,-0.186363418,-0.196723622,-0.155632675,-3.484952126,-0.030868851,-1.644704154,-0.087498494,0.000361552,0.413465633,-0.068303055,-0.631715073,-0.091766321,-1.06060901,-0.014506398,-0.014506398,-0.021139074,-0.02205522,-1.325391983,-0.003694477,-0.164223931,-0.010153026,0.000322466,0.380321296,-0.010283047,-0.593850142,-0.021648169,-0.6063351,-0.029899908,-0.029899908,-0.393060338,-0.001525881,-0.109513999,-0.006542516,1.655E-05,0.380626232,-0.016588485,-0.409653867,-0.022731198,-0.388393174,-0.01385268,-0.01385268,-0.003231348,-0.122013816,-7.42916E-05,0.472661644,-0.003591006,-2.286024773,-0.005127665,-2.618986445,-0.022468093,-0.022468093,-1.66436E-05,0.396830323,-0.009947357,-0.860365539,-0.01412538,-1.279279798,0.738881968,0.738881968,0.366261265,-0.840173631,0.362049746,-0.895264724,-0.789340718,-0.789340718,-0.826272835,-0.863189649,-0.91943417,-0.91943417
