X105_M	X10_M	X128_M	X12_M	X130_M	X133_M	X137_M	X150_M	X157_M	X172_M	X180_M	X181_M	X184_M	X201_M	X229_M	X238_M	X240_M	X256_M	X258_M	X263_M	X265_M	X268_M	X26_M	X272_M	X274_M	X275_M	X276_M	X281_M	X282_M	X332_M	X335_M	X338_M	X341_M	X343_M	X350_M	X367_M	X377_M	X383_M	X385_M	X397_M	X39_M	X42_M	X45_M	X51_M	X521_M	X526_M	X527_M	X536_M	X544_M	X549_M	X560_M	X565_M	X567_M	X572_M	X582_M	X585_M	X587_M	X589_M	X590_M	X591_M	X599_M	X608_M	X615_M	X624_M	X633_M	X637_M	X78_M	X87_M
MN00087	0	7.8055891967132e-05	1.58751805904504e-05	1.56240920392095e-05	0.000119754751648013	0	8.33301866491588e-05	0.000204910915095716	2.29677677468492e-05	0.000230123661768875	0	0.000175365097333279	0	0	4.45338262252972e-05	0	0	5.54333042619416e-05	5.84167484719736e-05	8.97393222513719e-06	1.48313343851363e-05	1.77409117840159e-05	0.000104978527715302	2.46134626889621e-05	2.18602007771213e-05	1.62014571135362e-05	0	2.5867153479531e-05	0	4.28028561766797e-05	9.08329381738122e-06	0	0.000185759520985146	0	0	2.91599736798835e-05	5.62859464649535e-05	0	2.73602286670874e-05	1.86097958642834e-05	0	9.91728750901076e-06	1.12630989401916e-05	0	2.49155494202041e-05	0.000157261536220841	5.2015094755251e-05	0	1.71457481855643e-05	8.65963829070256e-05	4.57197542959891e-05	3.49341123436333e-05	0.00043904961386629	3.62177034162347e-05	1.66490761326498e-05	3.47976263386229e-05	9.36561123390222e-06	7.62047998244522e-05	0	1.99350484122381e-05	1.51751189607902e-05	7.93285086547931e-05	8.60971702397634e-05	0.000104019090327079	4.2822772681559e-05	0	0	6.52898629392582e-05
MN00088	0	0.000155930640035986	0.00317751535693901	0	3.0387151624751e-05	0.000545080411907237	0.00199288677669574	0.000314811566207071	0.000413992615503606	3.3301188383319e-05	0.000388191899522952	0.000273799474069702	0	0.00395842707286791	0.000576873588788323	0	0	0	0.000100149026967417	4.5227267311732e-05	0.000173055724452207	8.12530628270704e-05	0	0.000685330097378555	0.000165013304910071	1.30185515514633e-05	0	1.86700686670636e-05	0.00259346930815823	0	0	0.000146882504866672	2.83980432151079e-05	3.21220212661042e-05	0.000172475758232136	0.000254471976545911	3.040243760713e-05	0.00330676790281681	0.000326313555121882	4.93765548185495e-05	0.000216687985369436	0	0	0	0.000137730816008874	6.93769368576539e-05	0	5.96879820234931e-05	0.000148531490221839	2.92053149039429e-05	8.115451393255e-05	0	0	0	2.34754273132247e-05	1.49821960155368e-05	6.61159415037192e-05	2.35148277955656e-05	3.35220857545774e-05	0	0.000290491293351221	0	8.76738233769474e-05	0.000172489536497044	1.85377358778949e-05	0	0	0.000253149439657413
MN00089	0	0	0	0.00101859633758309	1.02102989028304e-05	0	0	0.000112400819295908	0	0	0	0	0	0	0	0	8.19290866249679e-05	0.000131382073705544	0	0	0	2.35415113242525e-05	0	0	0	3.25218279623652e-05	1.09229939643888e-05	0	0	8.77608563739304e-05	0	1.4644398020018e-05	7.93638713666459e-06	1.25487294111626e-05	3.10180429619937e-05	0	0	0	0	0	0	0	0	0	0	0	7.08457764758224e-05	0	0	0	0	0	0.000719106827399139	8.95459330890976e-05	0	0.000299810373260893	0	0	0	0	0	0.00122777103573126	8.1123964789757e-05	0	0	0	0	0
MN00090	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00091	0	0	0	1.68399657770462e-05	0	0	1.5809225601005e-05	0	0	0	0	0	0	0	0	0	0	3.41630905031453e-05	0	0	0	0	0	0	0	0	0	0	4.03643383652881e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.89806619467491e-05	2.24130905738798e-05	0	0	0	1.22157164339679e-05	0	0	0	0	0	0	0	0	0	0
MN00092	0.000476972068634017	0.000159849443284935	1.97605256284938e-05	0.000926693345098781	0.000557233011267532	6.81424982762194e-05	0.000363571123536696	0.000977416835808119	0.000173323897791881	0	0.000102265367691883	0.000594899134467202	9.45252675532001e-05	0	0.00107639216696071	0.000143810082725571	0.000226797156715816	0.000337280392697897	0.000266601781689174	4.8778552229987e-05	0.0001511143465884	0.00079002241658101	0.000761142844411685	8.21845056186227e-05	4.97821993451327e-05	9.83226563911195e-05	0.00259848093037761	0.000264512030967283	0.00120720175994903	0.00287289086701488	0.00129373092970394	7.08521600711803e-05	0.000274753938418498	0.000216522800664277	8.03772098328717e-05	4.91462863615873e-05	0.000114234991777455	0.000426755320737354	3.6866846316354e-05	0.000303684842195729	2.20519325068466e-05	0.000802632966453512	3.44528573318566e-05	0.000115287464160273	0.000319450019525479	0.000499994569919732	0.00048859812748203	0.00076964016507331	8.4780833538876e-05	0.0015813533416302	0.000101294418936765	0.000183617298318653	0.00114076119430845	0.00241398958062017	7.6501748861285e-05	0.000153054662401127	0.00129299568148038	0.000290976522844641	0.000429317267024139	0.000420872597603732	5.81029359486814e-05	0.00039142176493421	0	0.000835490594242909	0.0062416824139996	1.13102879554135e-05	0	0.000298631138171079
MN00093	0.00089131054063363	0.00308102021306843	0.00269689359083929	0.00287485600664477	0.00100958375716079	0.00386685823157502	0.00731787573196771	0.00770872205966685	0.003163561462759	0.012483010496994	0.000547273491494526	0.00329896024789793	0.000451564129162608	0.000449373929172326	0.0045717744825607	0.0043880117415521	0	0.000323290234383741	0.000193552270011888	0.00881950950231834	0.00243660789241949	8.35352763066646e-05	0.00346434112601759	0.00123111262757084	0.000205103414210423	0.000626926252281596	0.00058762443494525	0.00522421887502834	0.0012520863838876	1.05800691226507e-05	0.00643417866519957	0.000779140748723807	0.00079734175906327	0.00446281735109281	0.00159439850348089	0.000608620015611041	0.000829643081321492	0.00626725446990068	0.000324484263664015	0.00464589133589463	0.000716862263384651	0.0022301233908221	0.00135309706941486	9.56770825467184e-05	0.00829385332178558	0.00164198356389603	0.000437209763202088	0.00987765778208897	0.0123484029495692	0.00272486822168424	0.00265252315229662	0.00351812325146449	0.00011348512572983	0.00472320189141068	0.00255066863117791	0.0030993093007885	0.00156226599436876	0.00834069641490175	0.000185014825331997	0.00195285975800963	0.000791085849090487	0.00426014171004513	0.000263862857277498	0.0093189820580481	0.0059348068926679	0.000119969165062717	0.000365259490977739	0.00177406880707211
MN00094	0	0	0	0	0	0.0436180461487067	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000204356595796663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.03419070073857e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00096	9.30853525611649e-05	0.000439595320487876	0.00119615975808821	0.000803524165343037	0.00163092822980039	0.000349113763816753	0.00083069367818109	0.000409551229771359	0.000348211995775357	0.000277218574718085	0.000396773659609731	0.00132361928894603	0.000245427382047489	0.000433882873398643	0.000247621557873681	0.000702832497537955	0.000109019158013683	0.000413999522240938	0.000287471346219599	0.000675772623863761	0.00143258065322254	0.000284004244944559	0.000234378867836528	0.000255221437814663	0.000379254939628503	0.000258951527715477	0.000175297866627743	0.000363591647658444	0.000283495092212009	0.000216192109779993	0.000236792516815278	0.000202417895762557	0.000311354914468162	0.000140788618905634	0.000155834419183203	0.00183147141125974	0.000633866660078501	0.000289548952889623	0.000149351605979758	0.000168685655439296	0.000391381287778291	6.48555747954919e-05	0.000284203296103097	0.000167135184273464	0.000163717718140213	0.000108668062853529	7.71916518473324e-05	0.000191262784349157	0.00016121926369422	0.000389623323524775	0.000499023610750628	0.000397813913590357	0.0010025509786492	6.04463717711781e-05	0.000359155529642815	0.000577696856610654	0.000185687483235667	0.00032154934512961	0.000122780014064667	0.00026657982490054	0.000464269159003435	0.000546827162275095	0.000402837518351252	0.000584120611338433	0.000199833550241198	0.000147862564637567	0.000141401890404469	0.000651140744433354
MN00097	0.00263961426918695	2.43424047648974e-05	1.87890502847524e-05	0	0	0.0157063418874762	0	0	0	0	0	0	0	4.27044541266583e-05	1.40740559922709e-05	0	0	5.48413056202155e-05	0.0687514921633111	0	0.00977589086361069	0	0	0.00513905963003545	0	0	0	0	0	0	0.00448105651728893	0	0	0	0.00443802046227253	0	0	0.0207023132167156	0	0	0.0100700740609324	0	0	0	0	0	0	0	5.84257955449431e-05	0	0	2.11383469838384e-05	0	0	0.0345205607285191	0	1.39373498879642e-05	0	0	0	0.00997656752942163	0	0	0	0	0	0.0130160490597428	0
MN00098	0.000695152911164619	3.8265280893204e-05	0.00175790642485058	0.00600211677565213	0.000400071417637567	0.00379453800545448	6.30083685841132e-05	0.000877363943049097	0.000831560913497644	0.000499051473923807	0.00131975497130773	0	0.000230655619109717	0.00167153879782735	0.000364875776628593	7.7779853722765e-05	0	0	0.00011190100625399	0.00117492649180058	0.00160999032301727	0.000606735905463146	0.000632104572207752	0.000819141810021721	0	0.000419182142351448	0.000377769346386638	0.000132279354041451	0.000875753391752396	0	0.00440149039816035	0.000960006672009146	0.000141541155995442	0.000508447992497822	0	0.000477728666656824	0.000946199997185653	0.0002157318024718	0.000249857006305737	0.00118990191666012	0.000547281720869086	1.12039002274438e-05	0.000875927494320739	0.000614332907836723	0.000922947788877814	0.000891592875739894	0.000240099603563247	0.00241477856997564	0.000242151733111849	0.000753765868826026	0.00198105650668236	0.00608576955905819	2.47566560212753e-05	0	0.000384635676768469	0	0.000489337613697581	0.000481373056913408	0.000550488423335874	0.000183556815889629	0.000407772308704845	0.00119286800393989	0.00025829972321278	0.000604140595761198	0.00788079009687636	0.000255820823278891	5.50188224552551e-05	0.000568819272375093
MN00099	0.00229873979753482	0	0.0467226444962183	0	0.00022855526116363	0.0177446424857005	0.000883214676631741	0.000302353016845399	0.00101742024483187	0.000676810238898706	0.000296244101254287	0.00105604917874014	0.0261182001475751	0.00315009531453125	0.0012618132421297	0.000411051808220486	0	0.000533967110447352	0.000506663729451428	0.000543776326901901	0.0414504801202292	0.0335536732455513	0.000711774563725021	0.000667413404738285	0.000317760068782226	8.76388776766084e-05	0.0107527365214671	0.00075112853092255	0.0016267440239915	0.000510828406012559	0.000350303259872641	0.013972674845826	0.0123194123385662	0.0001187859841803	0.00395634604125719	0.0101810229062939	0.00840737546261868	0.000326715632256665	2.31141397295479e-05	0.00121880660418016	0.000284646336878167	7.63807168738655e-05	0.00025315773887857	0.0106914330065357	0.00657240548517971	0.00059459253083982	0.000355898413282934	9.84750031315811e-05	0.000586180972189947	0.0701715524882331	0.000119009765144578	0.000318952513979848	0.000644378554199816	0.000354007380752378	0.00665913758397892	0.000329054680974006	0.000740273311237318	0.00453734305290496	3.7527513536084e-05	0.000321804642622153	0.0115671727281058	0.0018605831415134	0.0147050953102021	0.000973121451789211	0.00853758779128022	0.0050474663356326	0.016491457406561	0.00302461773587669
MN00100	0.0147080416747858	0.000739014095838661	0.00232759197647142	0.000234775491688095	0.000215477823280959	0.0302741848475888	0.000241565430684348	0.000511834180610925	0.000479732285641642	0.000477477590807715	0.00279765176245904	7.66288026655873e-05	0.00620036892989377	0.001946718738527	0.003250133940729	0.000316074324103645	9.60371068011584e-05	0.000280781007387956	0.00033039226480639	0.00118351342363456	0.00204715354179306	0.000486569795467853	0.000213989362732662	0.00257452586028565	0.000536663446071447	0.000533500115319635	0.00334876844450619	0.00272341522940908	0.00342427519306632	4.44597603661835e-05	0.0241193104663364	0.000536999144885542	0.000502315914871313	0.00470199395446642	0.00614151215569078	0.00089867031655411	0.000964656906890677	0.0114478096303411	0.0002305244239627	0.000709656764004559	0.000652038449273141	2.8564202095846e-05	0.000796730418750276	0.0133151372327701	0.0119275019453763	0.000779113117230009	5.92850242508027e-05	0.000348326579119185	0.00101650412139242	0.0462914023673181	7.58226344728985e-05	0.000117082114613001	0.000100320070929216	0.000594631012748156	0.0142337947299069	0.0159553835966358	0.00640284446634777	0.00762524115537897	0.000281749760929622	0.0100325222179944	0.0039542409485497	0.00726227745540001	0.00874944668403756	0.00121974963345514	0.0261423738545615	0.00224190950876713	0.000401304800468664	0.00239376112468544
MN00101	0.000930278829405563	0.000707346836212335	0.00157122422597288	0.000732906100776983	0.000227590754432192	0.00121502680700817	0.00299381313229369	0.00159990270238738	0.000911588134676175	0.00284855301562502	0.00131946074563572	0.00316946586364145	0.00027595503939016	0.00307175414326982	0.00139210474020099	0.0011472291131439	0.000273094313373905	0.000180911725098294	0.00202060632448571	0.00216990175027643	0.00232388072373907	0.000855876806670198	0.000944321935020427	0.000903537698578427	0.000423979935978156	0.00022424804280796	0.000613685569620543	0.000712736612904147	0.00144130160783686	0.000151382345669672	0.00169344183344873	0.000442174909337362	0.000450423605920275	0.000377027216041409	0.000834883922195834	0.000927889215128386	0.00040359970660441	0.00197988633170852	0.000475155747196972	0.0013479692016194	0.000719644223987336	0.000191800988853609	0.000723065672512133	0.000354151296081986	0.00232966326324607	0.000468528045261557	7.74257269900944e-05	0.000684260797794956	0.000953027470971596	0.00188331244404302	0.00103201699510437	0.000740186989276186	0.000135510890988867	0.000426503719724243	0.00296036296126001	0.00070472082761079	0.00257592501907223	0.00298032256948076	0.000903258332933069	0.000436356091439104	0.00322301694534284	0.00022308582244746	0.00281149768639921	0.000898832305728731	0.0059546987106731	0.000501659565067226	0.00211788061544634	0.0030424038552831
MN00102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.60348322468276e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00103	0.0029720266526462	0.0010778831194807	0.00697762891681537	0.0102058059577017	0.00406407992124208	0.0049294964715482	0.00192443484408404	0.00429996602324604	0.00322904100679098	0.0006209373427022	0.00668004266057053	0.0185031142240602	0.00216410598215757	0.0234518984152523	0.00407760846779637	0.00100917276442211	0.00284736792320321	0.0125344592603957	0.00340401736014888	0.0151004024485093	0.011095173517466	0.00148861710481445	0.000420451137349932	0.00133673585717532	0.00807707328742959	0.0338432542322524	0.000621925931686302	0.00318977305027945	0.00742600354512643	0.000961975770173278	0.0125834924176887	0.00180875802143158	0.000506371574182339	0.00247223066110294	0.000877320051291652	0.00115732495783169	0.00677989743562864	0.00446887493353182	0.00076092201459863	0.0111309029515737	0.0166286909252437	0.000659033829588612	0.00548962598360522	0.00139269292412407	0.00479749979537205	0.000877800581690179	0.00049168358730051	0.00586067075199698	0.00316891851887238	0.00259692385521496	0.000573220377603165	0.0195562965407073	0.00244336472595813	0.000684961379371163	0.00251243366475172	0.000560219501648308	0.0144842032679071	0.00238687785876921	0.00370239556128464	0.0177097744422894	0.00546152612101749	0.00022742310280616	0.0118534956598635	0.00180787466578843	0.00516069614320487	0.00207981541125612	0.000290191480187643	0.00153636014906624
MN00104	6.8055980364626e-05	0.00010612744775183	0	0	0	0	0	0	0	0	3.02855909230237e-05	0	0	0	0	0	0	0	0	9.16739378350196e-05	0	0	0	0	0	0	0	0	0	0.00012567323929955	0	0	0	0	2.99322474526559e-05	0	2.72763581336584e-05	0	0	0	0	0	0	0	0	0	7.12042935201892e-05	0	0	0	0	0	0.00235263359751523	0	0	3.93657920524301e-05	2.37270111040604e-05	6.31210160413703e-05	0	0	0	6.10640617426796e-05	4.40228449727878e-05	0	0	0.00394173215198461	0	0
MN00105	2.63320282203109e-05	0	6.31613469934932e-05	0	0	0.000120180080091096	0.000128923605609871	8.68499630127475e-05	1.07959686956752e-05	4.78426829762379e-05	6.1861308551968e-05	0	3.67327966537324e-05	5.41428014249043e-05	6.12117547684905e-05	6.91485680317926e-05	0	0.000504879435017502	0.000303184045783322	0.000435918403154977	0.000148726718343888	8.37331122468503e-05	0.000443807877464127	0	0	0	0.00049670939542582	1.84339470290559e-05	0.00020967817302922	0.00117529296971327	2.87037871023189e-05	0.00351248062654463	0	0	7.77221127964474e-05	0.000320871840401201	3.38209478950387e-05	0.000117377068945405	0	6.69306572974771e-05	7.68831840812653e-05	0	0.000102275462760774	0.000221747418005713	0	6.91916543857822e-05	0	0.000127636815019298	0.000123676132436197	7.00600367947744e-05	0.000152389819729919	9.85293906172781e-05	0.00089508933138403	0	3.30552469768624e-05	0	0.000610373414386639	1.89912974947306e-05	0.000190877552832661	0	6.52922361793288e-05	0	0.000143442037045227	0	0	0	0	0.000647124685596314
MN00106	0.000158634147825657	0	0.00318614873073236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000152379479529479	2.5153097578153e-05	0	0.00184175368990766	0.000104835990486714	0	0	0	0.00858794228652674	8.24280595411345e-06	0	0	0	0	0	0	0	0	0	0.000467707248097456	0	0	0.000210073732749175	0	0	0.000369421046568326	0	4.73319637288312e-05	0	0	0.00271082044763109	0	0	0	0	0	2.57118344892867e-05	3.17536690456054e-05	0	0	0	0	0	0	0	0	0	0	0	0
MN00107	0.00272165774658334	0.000217144756488966	0.0136158894395493	0	0	0.00108005555681299	0.00192705494704558	6.20963386560008e-05	4.61429344727584e-05	0.000173947413093341	0.000877876357673717	0.00023898449610196	0.000642397004222314	0.000293112085587525	0.000245199279055464	0.000385987712916936	0	0	0.000585827266261538	0.00418380985666516	0.00240656882189333	0.00306343224564276	0.00139021332914811	2.02862615492327e-05	0	0.000210740256594869	0.00241340842975933	6.97190289771898e-05	0.000754127449300753	0	5.00432038131062e-05	0.000371158862374318	0.0005211951886741	7.98154003035086e-05	0.000265790324317928	0.000227851196159366	9.91136170349497e-05	0.00091364527229943	1.28695120744389e-05	0.000676256570852421	0.00230426522794604	3.58314909618842e-05	0.000235723055778116	0.000345683889440763	0.000281972488686822	5.59229544980565e-05	7.8602430330162e-05	0	0.0344094546821062	0.00359432347197088	0.00225734547933267	4.97779935071739e-05	0.00130169610981672	0.000216786064140278	0.00249495369744985	0.000687589032418908	0.000492119797720433	0.00021045758525316	0.00376034203247449	0.00088453343891193	0.00119202720564955	3.7315199394912e-05	0.00115958158264495	0.000513537307945361	0.000244957539227501	0.000115044653199342	0.00370171581814288	0.000757344924954518
MN00108	2.69508972526037e-05	0	0	0	0	0	0	2.07577892959774e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.11321896062134e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00109	0	0	0	0	0	0	0	0	0	0	0.000375784874126793	0	0	0	7.04968703346083e-05	0	0.000692392895192554	9.53483745338907e-05	0	0.000314104212341593	0	0	1.08655260848859e-05	0	0	0	0	7.89180216195026e-05	0	5.66277633578668e-05	0	0	0	1.52156986526153e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.40632375420106e-05	0	4.15052250148477e-05	0	0	0	0	0	0.000404212941479332	0	0.000121416034295777	0.000500431886078034	0	0	0	0	0	0
MN00110	8.06441594012507e-05	0.00149699151006025	0.000145425444548154	0.00309446581889229	0.000832182344252118	0.000210606640461512	0.00102315104217055	0.000356578236835213	6.16058121259245e-05	0.00165522670739212	0.000747590216616587	0.000131623503009538	0.000358097531578654	0	0.000137821628655235	0.000352931321502822	0.000554073551819793	0	0.00058078588661066	0	0.000871680443765726	0.000156255691747339	5.15326875724747e-05	0.000113259635792424	5.5486863139418e-05	0.00031972642328646	0	0.000687369116743979	0.000890221870858959	0.00134712465632935	0.000954287296251033	0.000101519095389357	0.00121748032400691	0	0.000131297289656244	2.36928551246104e-05	4.70041667117754e-05	0.00190536360061366	0	0	0.000266191908299792	0	0.000181933295449448	3.31354864049189e-05	0.0013199967038833	0.000173731698594253	0	0	0.000496695887586905	0	0	0.000907137728654249	0.00134270380851177	9.82964059204119e-05	0	0.000243286224638491	0	0	0.000564237602490034	0.000108041481563546	0	0	0.000182576077838569	0	0	0	0	0.000667618380611702
MN00111	0	9.2707928878669e-06	0	0.000667105776670204	4.086189303522e-05	0	0	2.01966800304558e-05	0	0.000106343646695262	0	0	0	0	0	0	0	0.000638998551163918	0	0	0	2.31007369736175e-05	0	0	0	0	0	0	0	3.39694706268095e-05	0	2.57255467713735e-05	1.49731955975582e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000178150388516215	1.85445517201346e-05	0	0	0	0	0	0	0	4.97269990638124e-05	0	0	0	0	0	0
MN00112	0	0.000750013283322093	0	0	0	0	0	0	0	0	0.000399690979551367	0.00361262651003225	0	3.25814783418546e-05	0.000722962789655644	0	0	0	0	0	3.74699117050104e-05	0	0	0.00541945019118927	0	0.00600236316395498	0	0	0	0	0	0	0	3.62037106890781e-05	0	0	2.44250782531753e-05	2.86551562273339e-05	0	3.84691403071981e-05	0	0	0	0	0	0	0	0	0	0	5.23307811224063e-05	0	0	0	0	0	0	0	0	0	0	1.67078148797522e-05	0	0	0	0	0	0.000335426992829008
MN00113	0.000158044536996773	9.79861015115474e-05	6.41818547720725e-05	0	0.00104228387295608	3.04076832969687e-05	0	0.00942319173749184	4.44006515514451e-05	0.000152341910518051	0.00155682671849363	7.39287150857743e-05	0.00957341853737311	3.72987289004357e-05	0.000182526003027987	0.000163286436282388	0	0	0.00165779953625462	0.000245287611838005	8.58258248243818e-05	0.00686788502213372	0.00236743567023262	0.000333479438032543	5.42782758865197e-05	2.73769407826608e-05	0.000165726886061577	8.83796356025174e-05	0.000134911181349456	0.000435007066954486	0.00176351412853306	2.80393661881119e-05	2.87834803823844e-05	0.000182063262144469	2.5405843460586e-05	2.35062933588228e-05	5.34382240385797e-05	0.00270686434519353	0	7.4119908593475e-05	0.00626634312402419	2.56323181195594e-05	8.64060967950705e-05	0	0.000129083958058923	2.12059561846406e-05	0	9.15874004546858e-05	9.75512494015285e-05	0.00172588377646887	6.13501570641391e-05	0	0	0.00408748573513962	0.000119747402509984	0.000369991187857254	4.14265898206636e-05	7.93269309207781e-05	0.000126179091690899	0.000520756697456535	0.0124910252208927	0	0.00035815712689181	0.000162424311454939	9.24453007287721e-05	0.000104388067020047	0	0.000935890676395365
MN00114	0.00404515109122549	4.20117220783497e-05	0	0	0	7.38233330699767e-05	0	0	0	0	9.65414117736058e-05	0	0	0	0	0	0	0	0.00202532028114414	0.000766551442582671	0.000632546196141523	0.000751382632333939	0	0	0	0	0	0	0	0	0.000123698081405771	0	0	0	0.00320926029537316	0.000369339947507725	0.00260189624863365	0	0	0.000721404129945101	0.00211958841076778	0	0	0	0	0	0	0	0.0100674274700404	0.00242642403880979	8.79601518664169e-05	0	0	0	0	0.00400530633729545	0.000400202804796314	0.00277500423821395	0	0	0	0	0.000370038576000579	0	0	0.000140608864928652	0	0
MN00115	3.59845322003964e-05	0	3.13472679146785e-05	0	0	0	0	3.03628503705942e-05	0	0	0	0	0	0	0.000127683272929317	0	6.30696050770272e-05	0	0	0	0	0	0	0	0	0	0	0	0.000173242156216385	0	0	0	8.00294016372491e-05	0	0	0	0	0	0	0	0	0	0	3.12599938480571e-05	0	0	0.00014483392555031	0	0	9.89844638739801e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.13264555635374e-05
MN00116	7.74458214883874e-05	8.6999809266499e-05	0.009732703846472	0.000351942238281215	0	0.000106628069018693	0.00504774362030995	0.000111472109126362	0.00017329900313737	0.0417004942876195	0.000168202861344478	0.000832554016027233	0.000249226953021407	0.00969987719216979	0.025829034447851	0.000636075059149647	0	0	0.000739929942116148	0.000148741006386927	0.0021809550437335	0.00143837185420629	0.000294759020262788	0.00597831230878062	0	9.25878839285323e-05	0.000416397305056471	0.0389963314854915	0.000288028971075558	0.000218570434574081	0.00032350208503797	7.676473741185e-05	0.000584334022180293	0.0003342965530553	0.000313719314074451	0.000503060934004982	0.000277936671272551	0.000221730746186799	0.000338969196569892	0.000540214724036575	0.000194637772632945	6.42942920826619e-05	5.0060685186284e-05	0.000102426203493319	0.000335802553906082	6.53276010046744e-05	0	0.000208224494980138	0.000135025754832693	0.000214729383390461	0.00018909766923172	3.39152851280552e-05	0	0.000172425799336567	0.000476481386323297	8.32810797726039e-05	0.00671603435381963	0.00054086310606064	0.000287346962130105	0.000664052981299969	0.000333643924544261	0.000341526323259331	0.0285481713650083	0.000252331563979791	0.000250565222156115	9.19756421921916e-05	0.000318953983627659	0.0273763684636785
MN00117	0	0.000232767176634741	5.83418396941522e-05	6.69058667808153e-05	0.000105473417075054	5.45822752632788e-05	5.06287645198789e-05	2.15676104553682e-05	5.33781758397175e-05	3.77523975230061e-05	1.70801151439488e-05	3.62108994927182e-05	3.0570191818003e-05	2.64087605957459e-05	0.000141560342930555	0.000121098748579175	4.98417604328521e-05	0.000683171831766151	0.00028718830857205	6.56568387233071e-05	0.000185158246819757	5.68412917481448e-05	5.06077421489922e-05	7.66926687437725e-05	2.84999943066198e-05	6.05149891924027e-05	2.29691344250178e-05	4.36121604992585e-05	4.1867480955851e-05	4.36204056045369e-05	2.24651274298912e-05	9.81426488081408e-05	2.88744306066471e-05	1.58044512122891e-05	1.35097496714163e-05	0.000277577755431024	2.64571530420206e-05	5.73507474476648e-05	1.45313976949946e-05	6.92757836644191e-05	1.81520183376697e-05	7.09856943350383e-05	1.406414626422e-05	2.20582751579085e-05	1.84809438220109e-05	4.63576949677512e-05	0	4.16900478441953e-05	0.000110129964260896	7.98109221801921e-05	0.000122934216858435	5.04560677352108e-05	0	0	8.58140291370823e-05	0	6.91610912740602e-05	3.26193983928948e-05	0	4.00597776289055e-05	3.97181947070813e-05	0	5.66362839775139e-05	0.000117257276944438	0	1.38273596858947e-05	0.000106271569853565	9.68195931133551e-05
MN00118	0	2.01956145999967e-05	0.000111319689767794	0	1.12497251270344e-05	0	0	0	9.61371056043324e-05	0	0	0	0	0	2.53397673065754e-05	2.55261054628429e-05	4.24497586160309e-05	2.0222152703288e-05	0	0.00174025171347343	4.66174636108248e-05	4.24933050578276e-05	3.14576684674805e-05	3.46644959952121e-05	0.00151092945584596	1.09623881186214e-05	7.77075854397238e-05	0	0	3.45683637653702e-05	0	1.14887980875996e-05	0	0	0	0.000284262541521022	5.92874486464673e-05	0	0	0	3.38446883281962e-05	7.46857523283616e-06	1.56523658983811e-05	0	0	0	0	0	5.00262983872779e-05	0	0	0	0	0	0	0	0	8.57113023621657e-05	0	0	0	0	0	0.000100538827579889	0	1.35458186279389e-05	0.00113195248911427	1.92968101586744e-05
