X105_4M	X10_4M	X128_4M	X12_4M	X130_4M	X133_4M	X137_4M	X150_4M	X157_4M	X172_4M	X180_4M	X181_4M	X184_4M	X201_4M	X229_4M	X238_4M	X240_4M	X256_4M	X258_4M	X263_4M	X265_4M	X268_4M	X26_4M	X272_4M	X274_4M	X275_4M	X276_4M	X281_4M	X282_4M	X332_4M	X335_4M	X338_4M	X341_4M	X343_4M	X350_4M	X367_4M	X377_4M	X383_4M	X385_4M	X397_4M	X39_4M	X42_4M	X45_4M	X51_4M	X521_4M	X526_4M	X527_4M	X536_4M	X544_4M	X549_4M	X560_4M	X565_4M	X567_4M	X572_4M	X582_4M	X585_4M	X587_4M	X589_4M	X590_4M	X591_4M	X599_4M	X608_4M	X615_4M	X624_4M	X633_4M	X637_4M	X78_4M	X87_4M
MN00061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000757612571569334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000578878496491056	0	0	0.000492257034989837	0	0	0	0	0	1.47858961194572e-05	0	1.82233445689585e-05	0	0	0	0	0	6.19782034924241e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.46553293430882e-05	0	0	0	0	0	0	0	0	0	0	0
MN00063	0	0	0	0	0	0.000225927090530708	0	0	0	0	0	0	0.000415297682350498	3.22818072391225e-05	0	0	0	0	0	0.00643734515564747	0	0	0	0	0.000131145794386751	0	5.9951599805978e-05	0.00042048585818067	0	0.0393057564402842	4.79058288028417e-05	0	0.00135329611326793	0	0	0.0530925808443711	0.000230850213301279	8.04012104666739e-05	0	0	0.00109924392185189	2.10403287403481e-05	0	0	0	0	0	0	0	0	0	8.00032131191498e-05	0	0.00526534722932882	0	0	0	0	0.0226495965253514	0	0	0	0.00353874865143595	0	0	0.000584825814662406	0.00111609846950068	0
MN00064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0023159565375602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00263878852012397	0	1.50836179095673e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.80274356776794e-05	0	0	0	0	0	0.00680284618842069	0.000250258651791862	0	0	0	0	0.000494257865686913	0.000170499412512804	0	0	0	0	0	0	0.0224437069795617	0	0	0	0	0	3.26901501755049e-05	0	0	0	0	1.54106147378005e-05	0	0	0	0	0.000921088011170605	0	0	0	0	0.00217261178579403	0	0	0	0	0	0	0	0.0324391683529466	0	0.000343159114914045
MN00067	0.000180476716918529	0	0.000934066539455139	0.00115291392484177	0	0.000174052749776578	0	0.000229850612852944	0	0.000483650917468766	0.000954705050825637	4.59494181869793e-05	6.72189844707594e-05	0	0.000224812791334507	0.000701021446846233	0	0	0.114734209662493	0.00286746222507776	0	0.000138969528855087	0	0	0.000507458129473164	0	0.000576795236630156	0.00053574315030868	0	0.00113650153421495	0.00107569763216122	0.000384711396053902	4.97080803744072e-05	0	0.000139441784658629	0	0	0	0	0	0.000314038605319157	0.0001235259541168	9.5382564633455e-05	5.9941065770074e-05	6.10436353800858e-05	0	0	0.000389772180597487	0	0	5.37040504931167e-05	0	0	0	0	0	0.000161299384829645	0.000140289906278512	0	0	0	0	0	0.00225659098705098	6.51189904388535e-05	0	0.000872791772940942	0
MN00068	0	0	0	0	0	2.61182641961688e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00070	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000303992928618797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00071	0	0	0	0	0	0	0	0	0	0	0	0	0.00101155154729831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.80306246572815e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00073	0	0	0.00154573377117888	0	0	0.000859100627924603	0	0	0	0	0	0	0.030751414331416	0	0	0	0	0	0	0	0.0339240091834207	0.00115175008048279	0	0.0098788255864188	0	0.0286486736562247	0	0.000154914103595841	0.00493587047928711	0	0.0038412365327968	0.0145995786321652	0.00179135432733071	0.0345955616131527	0	0	0	0	0.00562898092650971	0	0.00366468711360004	0	0.0138050682622083	0	0.000634589827666722	0	0.00637197399331306	0	0	0	0.0106481919721588	0.00739675848305655	0.00776659982811614	0	0	0.132607532987318	0	0	0.00327196651321643	0.000315617106929744	0	0	0.016436137331564	0	0	0	0	0
MN00074	0	0	0	0	0	0	0	0	1.20989594757421e-05	0	0	0	0	3.78089394269092e-05	0	0	0	0	0	0.000147512196966938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.13153722626703e-05	0	0	0	0	0	0	1.26690117698821e-05	1.03139432512849e-05	0	0	0	0	0	0	0	0	0	0
MN00075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00076	0	0	1.17581652292647e-05	0	0	0	2.98511226736598e-05	0	0	0	0	0	0.00131504884194544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.73120580438101e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00077	0	0	0	0.00141100197418032	0	0	0	0	0	0	8.80456487864133e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000509417160994611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00118150317264191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.99525115118994e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.69552017691285e-05	0	0	0	0	0	0	0	0	0	0	0
MN00079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0199536838183584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000815580324401081	0	0	0	5.51745151676118e-05	0
MN00080	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.12301571630319e-05	0	0	0	0	0	0	0	0	0	0	6.78807862735132e-05	0	0	0	0	0	0	0	0	0	0	2.98824770994638e-05	0	0	7.27831387255857e-05	0	0	0	0	0	0	0	0	0
MN00082	0	0	0	0	0	0	0	0	0	0	0	0	0.000104264160098809	0	0	0	0	0	0	0.000429835329605847	0	0	0	0	0	0	0.00093964455841684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.32540227615357e-05	0	0	3.73568301237679e-05	0	0	0.00032000374880151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00083	0	0	0	0	0	0	0	0.000811522396264259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00084	0	0	0	0	0	0	0	0	0	8.82685143321145e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0111618260776125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.7819212385558e-05	0	0	0	0	0	0	0	0
MN00086	0	0	0	0	0	0.00022686476099919	0	0	0	0	0	1.803694223145e-05	0	0	0	0	0	0	0	0	0	0	0	0	0.000212638776267189	0	0	0.0215354281809634	0	0.000125383082194326	0	0	0.000758079479360002	0	0	8.05707712183685e-05	0	0	0	0	0.000479258872225075	0	0	0	0	0	0	0	0	0	0	0.247841138213848	0	3.31219815885052e-05	0	0	0	0	5.75156275754854e-05	3.77852605859491e-05	0	0	0	0	0	0.000181389295121867	0.000358489114737013	0
MN00087	0.00470448708639092	0.00412492321615559	0.00176583863770757	0	0	0.0092384047049579	0.000120225558568525	0.00113631676940788	0	0.000266213897728124	0	0	0	0.00308770258108042	0.00230028408149828	0.000135391809006908	8.05078478139384e-05	0	0	0.000181265079175023	0	5.16199380423297e-05	0.00295723934600837	0.000650789722547532	0	0	0.00161989308388112	0.00335647894573288	0.0354541063324895	0.000948174012899987	0	0.012689548990754	0.000294063610904912	0.00136915360357943	0.000741803272318388	0.000105773380000357	0	0.00302734185065182	0.00138032644515997	0.00161384872237745	3.75658753875433e-05	0	0	0	0.000310419647531961	0	0	0.00130775128640945	0	0.000628390685966617	0	4.57299874514944e-05	0.00608036978903342	0	0	0.00822747156514183	0.00142506024282384	4.49486903381075e-05	0.000362164409998603	0.00162172933550625	0.000187099045633229	0.0100187343152246	0.000670605666084648	0.000386502202412442	0.00152493797147055	0	0	0.00094649696574594
MN00088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.40975298423277e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.8059185757954e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000138171275178937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00090	0.00135991716492996	2.44184076630685e-05	6.14363119359999e-05	3.53305484337431e-05	2.29008954396051e-05	2.8215397200862e-05	0	0.000102648743913415	3.41511582219394e-05	1.33693683274791e-05	0	2.85527763516188e-05	4.96896602158871e-05	4.30053905960921e-05	0.000334095636516885	0.000504880116748594	0	0.000426734747877915	1.12342637919785e-05	2.17202417783927e-05	0.000283843333864406	3.43324063110208e-05	0	0	0	8.01855815195162e-05	0	4.13114559877637e-05	0.000210447221614418	0	0.000353302851627995	0.0003763819492455	0	2.06355257922919e-05	3.36453795289624e-05	6.35515602058265e-05	5.33639596288241e-05	0	0.00115170524624785	0.00024799372192157	2.85889180947582e-05	0	0	2.37424749124365e-05	0	0	5.67201610244847e-05	0.000118239871437047	1.54154988777713e-05	0	2.83117106217657e-05	2.67728449465404e-05	0.000191317992141152	0	0	2.79456452848238e-05	5.73071113717728e-05	0	5.817013464916e-05	0	7.06599004912195e-05	0	0	0	8.49482734485286e-05	1.29479393395594e-05	0	0
MN00091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000252225084998524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00024719839926976	0
MN00092	0.000270709160159071	0.00339341698621457	0.000243040784980968	0.000415138908886885	0	0.000686988253034864	0	0	0	3.849749009075e-05	0	0.00494652846778282	0.000127126078721272	0.00010917259549752	0.000236174139398884	0.000109663354168024	0	0.000925855812604439	0	0	0	0.000296232995217842	0.000515337498796981	0	0	0.000162754903982135	0.000250948649715349	0.000171066247874931	0	0.004663675666857	0.000583644104096595	0.000451184740045429	0	0.000198383565775158	0.00016817037710293	0	0	0	0.00340408033106558	0	0.000173816247913204	0.000436198995842546	0	5.63505895916832e-05	9.25159958854397e-05	0	0	0.0208357073533194	3.97085679538247e-05	0	0	6.51734746113324e-05	0.000163618860117276	0	0	0	0.000153505727170734	0	0.000363082813107493	0	0	0	0	0.00027592582923472	0.0497070136722395	0.0126079081527941	0	1.44451467109563e-05
MN00093	0	0	0	0	0	0	3.28753464286085e-05	0	0	0	0	0	0.00274128121245821	0	2.16947079978514e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.36336052534415e-05	0	0	0	0	0	0	0	0	0	0	0	0	2.67151798308642e-05	0	0	0	0	0	0	0	0	0	0	3.75952466137725e-05	0	0	0	0	0	0	0	0	0
MN00094	0	0	0	0	0	7.69008099736548e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00017120884932604	0	0	0	0	0	0	0	0	0	0	0	4.71826215506142e-05	0	0	0	0	0	0	0	0	0	0	0.00011084333825417	0	8.7018830139627e-06	0	0	0	0	0	0	0	0	0	0	0	0.00073760771824022	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00096	0	0	0	0	0	0	0	0	0	0	0	0.000766161126815289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.92054808391667e-05	0	0	0	0	0	0.000841679937588922	0	0	0	0	0	0	0	0	0	0	0.000178615931736553	0.00741116680937359	0	0	0	0	0	0	0	0.000108251597412033
MN00097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.50909473210987e-05	0
MN00098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000322600641987112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.81187838080337e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.7128503659716e-06	0	0	0	0	0.000400917801986954	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000388641032930736	0	0	0	0	0	0	0	0	2.95379744108275e-05	0	0	0	0	0	0	0	0	0	5.95795760637306e-05	0	0	0	0	0	0	0	0
MN00100	0	0	0.00355532339598134	0	0	0	0	0	0	0	0	0	0.0329448970274758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.31955970465384e-05	0	0	0	0.00711713781493726	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.43931217244747e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00102	0	0	0	0	0	0	0	0.000165157156003329	0	0	0	0	0	0	0	0	0	3.45025651839043e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.62069507889549e-05	0	0	0	0	0	0	0	0	0.000149550450435426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.92430125914311e-05
MN00103	0	0	0	0	0	0	0	0	0	6.89093492434363e-05	0	0	8.92320728168594e-05	0	0	0	0	0	0	0.016347452806708	0	0	0	0	0	0	0	0	0	0.000400597544149923	0	0	0	0	0	0	0	0	0	0	0.069704392970171	0	0	0	0	0	0	0	0.00134061308623779	0	0	0.00199090094660759	0	0	0	0	0	0	0.000226518721352789	0	0	0	0	0	0	0	0	0
MN00104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.09038329522672e-05	0	0.0105999237687472	0	2.21125387737217e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.74107296247584e-05	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00107	0	0	0.00477487689538308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00108	0	0	0	0	0	0	0	0.000361853932411367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.36075907862338e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000284623659753712	0	0	0	0	0	0	0	0	0
MN00110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000701452521070058	3.78932720275264e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000211957588775215	0	0	0	9.08105144803981e-05	0	0	0.00012413789069766	0	0	0.00017415739326541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.95570701550316e-05	0	0	0	0.000319633716064338	0
MN00112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.1365803229089e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00113	0	0.000715768018369697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.120135188604831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00115	3.55004040094676e-05	0	5.21042980012329e-05	0.00257193132950029	0	0	0	0	2.23814518791529e-05	0	0	0	0	0	7.65583242434875e-05	0	0	0.000594413796677561	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000420206650122019	0	0	0	3.21194257646587e-05	0	0	0.000109008263108335	0	0	0	0	0	0	0	0	0	0.000151996409177471	0	4.10452864997174e-05	0	0	0.000174273278007528	0	0	0	0	0	0	0.0827802814446972	0	0	0.000203224172493571	0.000209537179631835	0	0	0
MN00116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00200464278124736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00118	3.9087825240748e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.55344234734802e-05	0	0	0
MN00119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00290854875191794	0	0	0	0	0	0	0	0	0	0	0	0.00124203395456638	0	0	0.00188968664507679	0	0	0	0	0	0	0	0	0	0	0	0.00561039754425119	0	0	0	0	0	0	0	0	0	0	0
MN00120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00389985776807186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.19437728444366e-05	0	0	0	0	0	0	0	0	0
MN00121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00401061352456982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.7780944102531e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00122	0	0	0	0	0.0210864539309295	0	0	0	9.59748200927855e-05	0	0	0	0	0	0	0	0	5.84508293963516e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000834200115483317	0
MN00123	0	0	0	0.00217731561553878	0	0	0.000319276589020674	0.056483115070466	0.00267714385594257	0	0	0	0.000234652836498302	0	0	0	0	0	0	0.00120933922638949	0	0	0	0.0131278259915335	0.00281226707307764	0	0.000167348647800753	0	0	0.00030949932994765	0	0	0	0	0	0	0	0	0	0	0	0.000244621109915448	0	0.000356468450612771	0	0	0.498079623231243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00125	0	0.000387215000330382	0	0	0.0267380133696622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00126	0.000166603046891601	0.000307341542959246	0.000348948985080466	0.00187810635661887	0.000923762954487433	0.000120482562690544	0.000102215313776689	0	0	0.000260594751533551	0.00214454759501175	0.000183542487874858	0	0.000940414921937947	0.000165611146181526	0	0.000638034734289587	0.000669203459831652	0.018720654698149	7.06799039780403e-05	0.000916311807114306	0.00011630073837681	0.000252349039578781	0.000117994113228869	0.0344915140238768	0.000764222729973023	0	3.58910927253379e-05	0	0	0	0.000455262949148695	0	0	0.000161343781343281	0	0.00145509951208997	0.000287939877851695	6.85335821557539e-05	0.00190387298193475	0.000769410729092736	0.000174814969960851	0.000120073380132905	0	0	0	0.000165324507824936	0.000114619720460367	0	0.00250300352221011	0.000323127078763172	0.000211967320934124	0.000229432236865408	0.000353108334585552	0	0	0	0	0	0	0	0	9.58766123501635e-05	0.000311379176877259	0.000148860700789108	0	0.000790780993042079	0.000291188505363713
MN00127	0	0	0	0	0	0	0	0	0	0	0	0	0.000135340859200812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.11696065931919e-05	0	0	0	0.00109145791682794	0	0.000128113028502564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00108025083143625	0	0	0	0	0	0	0	0	0
MN00128	5.47508764949689e-05	0	0	0	0	0	0	0	0	0	0	8.21823299646006e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.64256419780484e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.75399182147725e-05	0	0	0	0	0	0	0	0	0	0	0.000155461775186681	0	0	0	0	0	0	0	0	0	0	0	0
MN00130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.4450420969393e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000140791107114181	0	0	0	0	0	0	6.27051832866558e-05	0	0	0	0	0	0	0	0	0
MN00132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
