X105_4M	X10_4M	X128_4M	X12_4M	X130_4M	X133_4M	X137_4M	X150_4M	X157_4M	X172_4M	X180_4M	X181_4M	X184_4M	X201_4M	X229_4M	X238_4M	X240_4M	X256_4M	X258_4M	X263_4M	X265_4M	X268_4M	X26_4M	X272_4M	X274_4M	X275_4M	X276_4M	X281_4M	X282_4M	X332_4M	X335_4M	X338_4M	X341_4M	X343_4M	X350_4M	X367_4M	X377_4M	X383_4M	X385_4M	X397_4M	X39_4M	X42_4M	X45_4M	X51_4M	X521_4M	X526_4M	X527_4M	X536_4M	X544_4M	X549_4M	X560_4M	X565_4M	X567_4M	X572_4M	X582_4M	X585_4M	X587_4M	X589_4M	X590_4M	X591_4M	X599_4M	X608_4M	X615_4M	X624_4M	X633_4M	X637_4M	X78_4M	X87_4M
MN00133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.49248932723173e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000212308144499489	2.05977465872199e-05	0	0	0	0	0.00124327932516503	0.0045751509490419	4.74758976282669e-05	0	0	0	0.00216856667135764	0	0	0	0	0	0	0	0	0.000152053963650191	0	0	0	0.00187285024785249	0.000554021706209533
MN00134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00135	0	0	0	0	0	0	4.75523978767571e-05	0	0	0	0	3.09543308366562e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.54917661187732e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.29091978175695e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000109606166801153	0	0	0	0	0.000249060398973663	0	0	0	0	0	0	0	0	0	0	6.43544433669394e-05	0	0	0.000252609576072891	0	0	0	0	0	0	0	0
MN00137	0	0	0.000169867751077036	9.04539602975151e-05	0	0	0.000104535621834877	0.000217315096820179	0	2.79299024980718e-05	0.00038138778259324	0.000424627544107	0	0	0	0	0	0.00144422498337436	0	9.54887298243448e-05	0	0	0	0.00084370425401744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000177755426156463	0.000247942234486049	0	0.000328176756854143	0.000114353191434965	0	0	0	0	0.00119578133374347	0	9.50198091791003e-05	0	0	0	0	0.000164437392899244	0	0	0	0.000105021835168881	0.0536893521983244
MN00138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00139	0.0227807000208208	0	0	0	0	0	0	0.000436939004309247	0	0	0	0.013771569491557	0	0	0	0	6.32700873330302e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.57395518946947e-05	0	0.00120798282802026	0	0	0	0	0	0	0	0	0	0	0	0	7.88113633624646e-05	0	0	0	0	0
MN00140	0	0	0	0	0	0	0	0	1.52363695972538e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.45589323934113e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00387243246575992	1.46514309517342e-05	0	0	0.000469316890842112	0.000122708018105129	0	0	0	0	0	0	0	0	0	0	4.63126878141248e-05	0	0	0.000113339319374609	0	0	0	0	0	0	0	0
MN00141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000125842764051765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0567867608416015	0	0	0.0284611878490189	0	0	0	0	0	0	0
MN00143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.00610211239478e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.12973668500913e-05	0	0	0	0	0	0	2.15823014311365e-05	0	0	0	0	0	0	0	0	0
MN00145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000103371353047734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.74642555390935e-05	0	0	0	5.63309223764862e-05	0	0	0	0	8.32862882886281e-05	0	1.47021117634582e-05	1.40819025492127e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.32173790377352e-05	0	0	0	0	0	0	0	0	0	0
MN00147	0	0	0	0.000185351135486922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.18464978707451e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.85195662104115e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.91993333412505e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.28982081105879e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.8242796295633e-05	0	0	0	0	6.9108880280904e-05	1.29070188483101e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00152	0	0	0	0	0	0	0	0	0	0	0	0.00597000405731954	0.0143678565074391	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000141325242466772	0	0	0	0	0	0	0	0	0	0.0107145668254575	0.00157889059307085	0	0	0	0	0	0	0	0	0	0	0.000301212433200318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00153	0	0	0	0	0	0	0	0	0	0	0	0	4.25829866171143e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00155	0	0	0.00120395065733457	0	6.6768746537369e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00792763753546065	0	0	0	0	0	0	0	2.87534341174068e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.42909401976699e-06	1.62609394252531e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00157	0	0	0	0	0	0	0.000154938014225726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.45060811013061e-05	0	0	0	0	0	0	0	0	0	0	0	0
MN00161	0	0	0	0	0	0	3.08470996314549e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00164	0	0	0.000102039501554547	0	0	0	0.000553782437975469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00254118315975923	0	0	0	0	0	0	0	0	0
MN00165	0	0	0	0	0	0	0	0	0	0	0	0.000237041095691251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.17783163236887e-05	0.000420504071754164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.36637731886883e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000437273557923395	0	0	0	0	0	0	0	0	0	0	0
MN00167	0	0	0	0	0	0	0.000163321457103105	0	0	0	0	0	0.00076209865264156	0	0	0	0	0	0	0	0	0	0	0	0	0	3.41698455362398e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0114986594544688	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00168	0.00196733769350058	0.000380793491721957	0.000936815827055606	0.00233812559975612	0.00116845832621971	0.000295544280161927	0	0	0.000405935500147717	0.000339391319493555	0.000941505684384344	0.000432390069873787	0.000103665955784111	0.106878663895559	0.00184192696079486	0.00338534323921152	6.56637985516997e-05	0.000623367803649854	8.68158859667065e-05	0	0.000861784923565734	0.000333989189137281	0.00112780335340925	0	0.000180292677127922	0.000503860357392132	0.000464385571531685	5.00837125849244e-05	0	3.65200783684473e-05	0.000558434987847011	0.00255172255875292	0.000230534687296675	0	0.000944100378604134	0.000217308152717045	0.000470067940505712	0.000202027282066358	0.007001783480034	0.000200063485764418	0.00118648670751563	0.00021492799643095	0.000265163074374933	0.000122730312431981	0	0	0	0.000210477901008846	0	0.00742605681596062	0.0005536765917595	0	0.000560328161476476	0.00208900855865358	0	0	5.96492080624054e-05	0	0	0.000440702781370919	0.00875878394398854	0	0	0.000578020853805956	0.00137569824601633	0	0.00163472686375325	5.28721283990271e-05
MN00169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000709356708398224	0	0	0	0	0.00295443471306714	0	0	0	0	0	0	0	0	0	0	0	0	8.27947380255678e-06	0.000628940718708509	0	0	0	0	0.00385469935381114	0	0	0	0	0	0	0	0	0	0	0.00149468685525478	0	0.000377857129352209	0.00728860364047481	0.00120283283987944	0	0	0	0	0	0	0
MN00170	0	0.00024405335232498	0.00437102996269424	0	0	0.00305094139210708	0	0	0.000568553466797818	0	0	0	0.000372037452085642	0	0	0	0.000423793518878756	0	0	0.00123398600347455	0	0	0	0	0.000395375817239821	0	0.00191337979727867	0	0	9.30633557522699e-05	0.00042319333735117	0	0.000239969007433832	0	0	0	0	0	0	0	0	0.000256005718193399	0.00258051751059352	0	0.000252341991859481	0	0	0.000236156529799729	0.00141156619071465	0	0.0011030066083894	0	0	0.000547465925039425	0.000418005745563452	0	0	0	0	0.000606379172543526	0	0.00244940866893753	0	0	0	0.000305732620511912	0.000777385529090253	0
MN00171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.85134515731362e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00172	0.000138224723779417	0	0	0	0	0	0	0	0.124230021903343	0	0	0	0	0	0.000680582511715158	0	0	0	0	0	0	0	0.000113315843764555	0	0	0	0	0	0	0	8.52798804303992e-05	0	0	0	0	0	0.00111584047918935	0	0	0	0	0	0	0	0	4.86607024575225e-05	0	0	0	0.00859957119768228	0	2.90600098375444e-05	0	0	0	7.33263769935902e-05	0	0	0	0.115765760901806	0	0	0.000403241216165023	0	0	0	3.31397412681961e-05	0.324686808346986
MN00173	0	0	0	0	0	0.00150157898251222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.35633961816852e-05	0	0	0	0	0	0	0	0	0	0	0.000205388506734092	0	0	0.000126574372615265	0	0	0	0	0	0	0
MN00175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.92215077951057e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.44267539645581e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00180	0	0	0	0	0	0	0	0	0	0	0	0	9.29861962715749e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00194754210161943	0	0	0	0	0	0	0	0	0
MN00181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.10996061954322e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	5.14112227475608e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.56033570416183e-05	0	0	0.00242631900402262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00183	0	7.6090277076093e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000201517658407955	0	0	0	0	0	0	0	0.0010579364735811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00184	0	0	0	0	0	0.000268525878877096	0	0	0	0	0	0.00077356093723047	6.31389395485606e-05	0	0	0	0	0	0	0.00345669349679377	0	0	0	0	0	0	0.000299543005059149	0	0	0.000241288004418196	3.42593731995823e-05	0	0.000120269949470772	0	0	0	0	0.00257105134741213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000189300422714712	0	0	0.00856850275165034	0	0	0	0	0
MN00185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.41665747442295e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.88597986338718e-05	0	0	0	0	0	0	0	1.57348702992474e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00187	0	0	0	0	0	0	0	0	0	0	0	0	0	8.73026263683232e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000345057496059183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.144081377116982	0	0	0	0	0	0	0	0	0
MN00189	0	0.000422231876818565	0	0	0	0	0	0	0	0	0	0	0	2.24794067949255e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.39648410829576e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.35224983228776e-05	0	0
MN00190	0	0	0	0	0	0.000519559719948315	0.01321143060406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00333408012305692	0	0	0	0	0	0	0	0	0	0	0.558580729717285	0	0	0	0	0	0.000244114802666166	0	0	0.000200696097642217	0	0.000393261075127161	0	0	0	0	0	0	0	0	0	0	0	0.000507241531485615	0
MN00191	0	0	0	0	0	0	0	0	0	0	0	0	4.18447119225453e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.76744357642651e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00193	0	0	1.55957617885058e-05	0	0	0	0	0	0	0	0	0	0.000280609507122444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000161620573272473	0	0	0	0	0	0	0	0	0
MN00194	0	0	0	0	0	8.68217116269793e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.93894459841303e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00196	0	0	0.0030842573741474	0.00474315858158714	0	0.000656653224174424	0	0	0	0.000329882572760826	0	2.13479218043102e-05	0.000256387824651191	0	0	0	0	0	0.00125554965009734	0.00282467256384908	0	0.000598391653104755	0	0.0147802287905313	0.00274123224162095	0	0.000358857855624385	0.00112077825576531	0	0	0.00742226531677567	0	0	0.000618887147434225	0.00221060791102033	0	0	8.28213684247943e-05	0	0	0.000187479697569289	6.51885886255179e-05	0	8.39214532508216e-05	9.83414082042183e-05	0	0.00906585786674297	0.000128407994900312	0	0	0	0.000808880506366885	0	0	0	0	0	0.000266089976994584	0	0	0	0	0	0.00183459622364218	0	2.77258789774411e-05	0	0
MN00197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00128134257072354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.75745386684872e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00091550963351144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00117535345599551	0	0
MN00200	0	0	8.52270409580903e-05	0	0	0	0	0	0	0	0	0	0	0.000105492231248737	0	0	0	0.000101970117460669	0	0	2.15466187483728e-05	0	0	1.76497071512412e-05	0	0	0	0	0	0	0	0.000706053728543802	0	0	0	0	0	0	0	3.60365860281007e-05	0	0	0	0	0.000821437959716116	0	0	0	0	0	0	0	0	0.000139137450178486	0	0	0	0	4.90330020956911e-05	0	0	0	0	0	0	0	0	0
MN00201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000212771627823852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00202	0	0	0	0	0	0	0.000362917859597046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.69676634904803e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00779032725003857	0.00681036879854828	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.59160933700864e-05	0.0243889833747096	0	0	0	0	0	0	0.000189884276642255	0	0	0	0	0	0	0	0	0	0	4.92589002655318e-05	0	0	0	0	0	0	0	0	0	0.0681305000788572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00112768052535192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00018421275858382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00205	0	0	0	0	0	0	0	0	0	0	0	0	0.000245007423043814	0	0	0	0.000161739772913841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.75831825748236e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00207	0	7.36882646756312e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.67310765793205e-05	0	0	0	6.74826779515148e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.33738832790026e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.2068396357597e-05	0	0	0	0	0	0	0	0.000139021928840349	0
MN00208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.83055335313065e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00209	4.83750668192013e-05	0	0	0	0	0	0	0	0	0.0555153388991928	0	0.000888306034484046	0	0	0	0	0	0.00104880902014776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000285620781437791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000208493895327595	0	0	0	0	0	0	0.00185976272858753	0	0
MN00210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000411058265515919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.10312108459136e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
