X105_B	X10_B	X128_B	X12_B	X130_B	X133_B	X137_B	X150_B	X157_B	X172_B	X180_B	X181_B	X184_B	X201_B	X229_B	X238_B	X240_B	X256_B	X258_B	X263_B	X265_B	X268_B	X26_B	X272_B	X274_B	X275_B	X276_B	X281_B	X282_B	X332_B	X335_B	X338_B	X341_B	X343_B	X350_B	X367_B	X377_B	X383_B	X385_B	X397_B	X39_B	X42_B	X45_B	X51_B	X521_B	X526_B	X527_B	X536_B	X544_B	X549_B	X560_B	X565_B	X567_B	X572_B	X582_B	X585_B	X587_B	X589_B	X590_B	X591_B	X599_B	X608_B	X615_B	X624_B	X633_B	X637_B	X78_B	X87_B
MN00069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00070	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00115032452813636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00616283445624241	0	0	0	0	0.0013936173542144	0	0	0	0	0	0	0	0	0	0	0
MN00071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.37665362224869e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.99988998677211e-05	0	0	0
MN00072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.15053860928302e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00073	0	0	0.0053121315439446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000494295535061274	0	0.00389743605882467	0	0.000373056679329944	0	0	0	0	0	0	0.00192248814677119	6.96620094399304e-05	0	0	0	0	0	0	0.00797114504853745	0	0.00833036563598176	0	0	0	0	0	0	0	0	0.00259658550760943	0	0	0	0	0	0	0.00923134067751582	0.000234803309163847	0	0	0	0	0	0	0	0
MN00074	0	0	0	0	0	0	0	0	0	0	0	0	0	3.25456983865728e-05	0	0	0	0	0	0	6.85856355441409e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.22244730412014e-05	0	0	0	0	0	0	0	0	0	0	0	0	2.38391837340062e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0040941276311398	0	0	0
MN00075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.54334317204134e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00239890037588582	0	0	0
MN00077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000152895294180781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.85579905792622e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.61415836782287e-05	0	0	0	0	0	0	0	0.00125360433609396	0	0	0
MN00079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00080	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.45067779698532e-05	0	0	0	0	0	0	0	0	0	0	0.000241343772063861	0	0	0	0	0	0	0	0	0	0	0	0	0	7.41964532473428e-05	0	0	0	0	0	0	0	0	0
MN00082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00271265703731106	0	0	0
MN00083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0129241112915368	0	0	0	0	0	0
MN00084	0	0	0	0	0	0	0	0	0	1.0210637766265e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00052064420390157	0	0	0
MN00085	0	0	0	0	0	0	0	0	0	0	0	0	0	9.30124747995241e-05	0	0	0	0	0	0	0	0.0232647738604619	0	0	0	0	6.08561832141395e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	5.52201993156132e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000119432686184684	0	0	0	0	4.15101743489515e-05	0	0	0
MN00086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.10501360465281e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00060711233545697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00087	0	0	0	0	0	0	0	0	0	0.00164331142289246	0	0	0	0	0.00153290996732056	0	0	0.00307612158488561	0	0	0.000128054288052036	0.00718301086089048	0	0.000178328185983979	0	0	0	0.000318039421272227	0	0.000616494106577586	0.000368068747536215	0.00106720618719132	0	0	0	0	0	0	0	0	6.18498810683019e-05	0	0	0	0	0	0	0	0	0	0	0.000261722544797046	0	0	0	0	0	0	0	0.00161048096411828	0	0	0	0	7.10787431919323e-05	0	0	1.64927251286954e-05
MN00088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00090	1.64282485413116e-05	0	4.62764739802565e-05	0	0	0	0	0	0	1.79537028305401e-05	2.24284193128375e-05	0	0	0	0.000137251783014851	0	0	4.50162427934522e-05	0	0	0	0.000618886996045262	0.00286977921414249	0	0	0	5.14217831346114e-05	0	8.31510512316789e-05	0	0	0	0	0	0	0	0.000246071618080023	0	0.000258094210218229	2.19888129512425e-05	2.8436791974365e-05	0.00012328942629689	0	7.65221318532936e-05	0	1.81990007651027e-05	0	0.000402887999944715	0	0	0	0	5.84925307761716e-05	0	0	2.61533774444293e-05	0	7.65694490885199e-05	0	0	3.39340158986095e-05	0	7.76738687525034e-05	0	0	0.000108900495961582	0.000179422143465434	0
MN00091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00092	0	0.000802154861549967	0	0	0	8.26014415331879e-05	0	0	0	0	0	0	0.000538329666747449	0	0	0	0	0	0	0	0.000388752920859404	0.0261806048244866	0.000177093981692108	0	0	0.000442444238199737	0.0189511015799588	0.000837064838562223	0	0.00353238040494329	0.000589403687002749	0.00178652627780326	0	0.00684217139237895	0	0	0	0	0.00028775313597556	0	0.000763497595681461	0	0	0	0	0	0	0.00211185770285378	0	0	0	0.00201295947307505	0.000917745065543683	0	0	6.90688122604351e-05	0	0	0.000891379486441506	5.54235671884086e-05	0.000246168772434518	0	0.000729756048337426	0.000680365026224632	0.00521104185632133	0.0188371472526423	0.000252923010660308	0
MN00093	0	0	0	0	0	0	3.53217156920684e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.77442308609028e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0030151021331798	0	0	0
MN00094	0	0	0	0	0	4.79954362681309e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000336728801193068	4.60254722327678e-05	0.000134688834496167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00029208506026929	0	9.39083477245326e-05	0	0	0	0	0	0	0	0.000103832842674979	0	0.000143386659427814	0	0	0	0	0	0	0	0	0	0
MN00096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000196319573881796	0	0	0	0	0	0	0.00168255398405541	0.00588541575615528	0	0	0	0	4.62231753302534e-05	0	0	0
MN00097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.09129825557258e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0036696109712802	0	0	0
MN00099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000340674715127222	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00106126057191632	0	0	0	0	0	0	0	0	2.47670206525599e-05	0	0	0	0	0	0	0	0	0	0.000113030978259684	0	0	0	0	0.00506694118206108	0	0	0
MN00100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.25919282281196e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0214304250968612	0	0	0
MN00101	0	0	0	0	0	0	0	0	0	0	0	0	0	7.9547805964983e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.87460614781727e-05	0	0	0	0	0	0	0.00667406987013557	0	0	0
MN00102	0	0	0	0	0	0	0	0	0	0	0	0	0.000632793968886667	0	0	0	0	3.37251783095181e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000132655365108717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0132181027867024	0	0	0	0	0	0
MN00103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000510555287409429	0	4.74821186767567e-05	0	0	0	0.000660932436770781	0	0	0
MN00104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00740944905510597	0.000464123687449773	0.0149077252311928	0	7.07165169638979e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000153145399138542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00107	0	0	2.84360460183617e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000181554484772377	0	0	0
MN00108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.60654404473331e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.08976288321807e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00113	0	7.48215890939258e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.25552591472391e-05	0	3.82740068326812e-05	0
MN00114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000193150168938007	0	0	0	0	0	0.032727336310752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00115	0	0.000584919200491821	0	0.00451116473317634	0	3.71060924570259e-05	0.00149907961450592	0	0.000269928572622959	0	4.2303806652412e-05	0	0	0	0	0	0	0.000467809137693408	0	0	0	9.25879942100471e-05	0	0	0	0	0.00278382821374965	0	0.00136809337644811	0	0	0.000535592250711934	9.4076955937072e-06	0	0	0.00227515853843492	0.000329759982723772	0	2.76639305566022e-05	2.66513579537499e-05	0	0.00150752868646076	7.32076273667657e-05	5.09119321605845e-05	0	0	0	0.00177469898490654	0	0	1.99012315801329e-05	0	0	0	0	0	0	0	0	0	2.42566016632394e-05	0	0	7.33300011658308e-05	0	0	0	0
MN00116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000155080720969563	0	0	0
MN00117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00118	0.000592841566101217	0	0.000217739955349955	0	0	0.000144272202282954	0	0	0	0	0	0	0	5.97191614532387e-05	0	0	0	0	0	7.84706631529544e-05	0.000525841021344468	0	0.00336074988003956	0.000179252128223241	0.00011327350308009	0	0.000327629292697959	0	0	7.68782022660888e-05	0	0	0	0.00102742733040306	0	0	0	0	0.00172259353621718	0.000245954678309692	0.000161340024456988	0	0.0027176694435494	0.000176178234488381	0	0.000223905305068403	0	4.32462318970776e-05	0.00339384215754568	0	0	7.94977248334401e-05	0.00039822075144784	0.000144932852558093	0	0.000357544178205301	0.000226999764753019	8.19915350192491e-05	0.00171044540178717	0.000644055019985842	0.00465095330364709	0.000757101454100579	0.000116382404942693	0	0	0	0.00137679770386768	0.0186130868751902
MN00119	0	0	0.000344275402522744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00493445767545174	0	0	0	0	0	0	0	0.000112258169371884	0	0	0
MN00120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.56803606055927e-05	0	0	0
MN00121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.21357081736279e-05	0	0	0
MN00122	0	0	0	0	3.96579134673848e-05	0	0	0	0	0	0	0	0	0	0	0	0	5.2327691623181e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00123	0	0	0	0.000214512069215296	0	0	0	0.0828193621775479	0.000503855338197069	0	0	0	0.00033843677839938	0	0	0	0	0	0	0.00103832594924134	0	0	0	0.00532971502529844	0	0	0.00130148707062417	0	0	0.000248592678161008	0.000861034897902036	0	0	0	0.00137678694279357	0	0	0	0	0	0	0	0	0	0	0	0.0102416551685781	0	0	0	0	0	0	0	0	0	0	0	0.000440655331460662	0	0	0	0	0	0	0	0	0
MN00124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000225088926868348	0	0	0
MN00125	0	0	0	0	3.53245189874053e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000127694674929637	0	0	0
MN00126	0	0	0.00110386656068036	0	0.00863845956502536	0.000830413227430299	0.0026478107713996	0	0.000766874581441626	0.000408129372860556	0	0.000816094463930564	0	0	0.00145516865239587	0	0.0145639042442821	0.00213146481977242	0.301461085042658	0.00106456056867342	0	0.00172323194970299	0	0.00353912430955731	0.308028890095257	0	0	0.000336505529914387	0.00256893287241679	0	0.000204832392901585	0.00687955485540701	0	0	0.000264574901799188	0.000373577394587989	0.0015479592959778	0.00311925309057096	0	0	0.000837743779086808	0.00356931522247515	0	0.00160574689660868	0.0075069816479095	0	0.0128481652334296	0	0	0.000563623874990044	0	0.0189027159222636	0	0	0	0	0	0	0	0	0	0	0	0.00187879417074916	0	0.000205774537580792	0.000297357195557821	0
MN00127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000113178810929966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00594713202975787	0	0.000100325042922716	0	0	0	0	0	0.000166446779790228	0	0	0
MN00128	0	0	0	0	0	0	0	0	0	0	0	1.96552049818166e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000213411358410565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.52337381177653e-05	0	0	0
MN00130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.89099675104325e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000175718748344798	0	0	0	0	0	0	3.30930514895928e-05	0	0	0	0	0	4.44956295906398e-05	0	0	0
MN00132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00133	0	0	0.00101834037601165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0206781354386622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000147288430746231	0	0	0
MN00134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0004139795596274	0	0	0
MN00135	0	0	0	0	0	0	5.55935991184963e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.17822099468693e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000269021810892337	0	0	0
MN00136	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000358515813457582	0	0	0	0	0	0	0	0	0	0	0	0	0.000296038348484926	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000683276634007386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000536554445421114	0	0	0	0	0.0026472171731347	0	0	0
MN00137	0	0	0	0	0	0	0.00105749608112765	0	0	0	0	0.00243303197393284	0	0	0	0	0	0.00505418521712247	0	0.00111258128736594	0	0	0	0.00063856800757259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0116595678608948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.45989604964355e-05	0	0	0
MN00138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00139	0	0	0	0	0.00321837430846094	0	0	0	0	0	0	0.373171245661353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000441824612369845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00140	0	0	0	0	0	0	0	0	7.12835781937891e-05	0	0	0	0	0.000130659369017588	0	0	0	0	0	0	0	0	0	0	0	0	8.55052454847363e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0114787216674037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000238182500825618	0	0	0	0	0.000164718591986572	0	0	0
MN00141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0115445513913822	0	0	0	0	0	0	0	0	0
MN00142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.81718721246878e-05	0	0	0	0	0	0	0	0	0	0
MN00143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.72565223422566e-05	0	1.68004842866642e-05	0	0	4.26928428337807e-05	5.22761671153092e-05	0	0	0	0	0	0	0	0	2.67730703469247e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.00906133027989e-05	0	0	0	0	0	0	0	0	0	0	0	0	0.000127158278310185	0	0	0
MN00145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.17806788610437e-05	0	0	0	0	0	0	0	0	0	0	0	0	4.04246642594495e-05	2.69380918883213e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.96951244892396e-05	0	0	0	0	0	0	0.00144984190782952	0	0	0
MN00147	0	0	0	0.000138367696921469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.16887753318491e-05	0	0	0	0	0	0	0	0.0174456330072353	0	0	0
