Time,Bacteroides_fragilis,Bifido_longum,Bifido_breve,Bifido_adolescentis,Eubacterium_hallii,Faecalibacterium_prausnitzii,Roseburia_intestinalis,HMO,HEXOSE,SUCCINATE,ACETATE,PROPIONATE,LACTATE,FORMATE,ETHANOL,BUTYRATE,H2
0,0.319100715061296,0.365897826334856,0.0401003094921245,1.87937764768432,2.5289279846857,8.34479200352089,1.52180351322081,2.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
0.2,0.31923434049074,0.366710847586461,0.0401799735949107,1.8819481203173,2.52205317646336,8.28835255419894,1.51920253378904,4.05323977238699,7.01070246763085,0.652859480366167,0.447037410668935,0.550640131861679,0.711703677596604,0.686916559490522,0.644067504977294,1.0027276184149,0.561919120105727
0.4,0.319766328282035,0.368814623458012,0.0404005308730807,1.89622693006922,2.51522414939188,8.23277136298223,1.51662425036704,6.70506304444771,15.4289441724593,0.841258565730346,0.65324690069713,0.591462638928819,1.05007751983989,0.967585469542389,0.819156711880562,1.50152544481019,0.645935672853986
0.6,0.320626779103956,0.371788411342988,0.0407594901888082,1.92233107336357,2.50845752711349,8.17820119194296,1.5140778043828,9.66350195932175,25.3079262408712,1.04469882795597,0.915574170974773,0.624074257478348,1.480031336247,1.32180947428391,1.01595249721006,2.10919222776526,0.766370832185877
0.8,0.321735407807635,0.375318382172998,0.041243189266786,1.95913415616199,2.50177113553017,8.12466261095478,1.51156266185718,12.6762313857147,35.934781727155,1.24526582032358,1.15988633100807,0.64925181450532,1.9576910590304,1.71999311811227,1.22191947053176,2.79157986514614,0.921867112412415
1,0.323026705126686,0.379206517088011,0.0418365418877159,2.0053604944798,2.49518140334402,8.07211580697253,1.50907536310809,15.6509027373613,46.8421546720315,1.43182291618332,1.37691126854206,0.667878816150404,2.44910359546441,2.13800025987283,1.42761449962381,3.49402947051698,1.10648935262154
1.2,0.324462249847646,0.383363271220856,0.0425267580854932,2.06006661020507,2.48870280871374,8.0205030957457,1.50661356379319,16.937299906431,57.3486733883621,1.60073917145902,1.58626121196963,0.681225410788304,2.93479183410804,2.56147670312452,1.62833009277407,4.17797856342208,1.3161620037323
1.4,0.326037225897458,0.387817502161614,0.0432993454576928,2.12245347852519,2.48234944183076,7.96975204316974,1.50417854125457,16.191939783009,66.0448276427967,1.75499646959341,1.81592207982265,0.690912793459652,3.40362410333146,2.98198452754843,1.82228618585929,4.8182816067758,1.55246165721838
1.6,0.327739814177219,0.392574055162993,0.0441406029534504,2.191719092119,2.47613689199238,7.91981973213135,1.50177219584027,14.7286161182173,72.7140747087668,1.89553943302207,2.06218863005672,0.697858641112822,3.84696036427542,3.39338817981706,2.00807456289195,5.42092765861591,1.81786064808706
1.8,0.329558946004914,0.397631412457376,0.0450411252092744,2.26723861198304,2.47008030061913,7.87067306083232,1.49939576086278,13.0717138407048,77.6634003448762,2.02321517050014,2.32169719071885,0.702710534991129,4.26094357086005,3.79301596305059,2.18550440378818,5.9939401044984,2.11374300376543
2,0.331487656543978,0.402994159239549,0.0459948353545858,2.3485227998088,2.46419443950894,7.82228365336015,1.49705019133198,11.4296624030075,81.2444359611535,2.13934041151159,2.59357658513581,0.705999166842951,4.64491170935063,4.18042987752591,2.35518834762071,6.54366550507741,2.44102077305478
2.2,0.333522253852926,0.408673213547485,0.0469977208254563,2.43514056883413,2.45849388418883,7.77462616774501,1.49473632173787,9.88296858076069,83.7405410032056,2.24543729988958,2.87725007085135,0.708151544272953,4.99961068707264,4.55608292551173,2.51798069650803,7.07455062911829,2.80038244152549
2.4,0.33566116999809,0.414684409516928,0.048046969431842,2.52666239384685,2.45299286185804,7.7276766262316,1.49245486512698,8.46037434483269,85.3580759641183,2.34298788447404,3.17158068621025,0.709496299829134,5.32615558424998,4.92049530113085,2.67463479672949,7.58896526604229,3.19229828433619
2.6,0.337903977923004,0.42104686547498,0.0491404317954944,2.62262754250366,2.44770489936652,7.68141126469025,1.49020636181696,7.16977771408742,86.243459862102,2.4332822805126,3.47470032865092,0.710273272436689,5.625569133365,5.27386384911526,2.82564768361771,8.08742333228243,3.61695307836975
2.8,0.340250573740801,0.427781254291789,0.0502762902177544,2.72253183983898,2.44264241669552,7.63580603258695,1.48799112287059,6.01072824485121,86.5020435549142,2.51733747637169,3.7841158515616,0.71064527281778,5.89867548258769,5.61596697667276,2.97123182896595,8.56911314770969,4.07417515842937
3,0.342700477985539,0.434907914121618,0.0514528508641471,2.82583247099575,2.437816396439,7.59083668238306,1.48580918790662,4.97942418859563,86.2126917405526,2.59586220141973,4.09694303325457,0.710709971243629,6.14618811739296,5.94625788676862,3.11136767816508,9.03256012609678,4.56339002738961
3.2,0.345252233539859,0.442444768602616,0.0526684084699691,2.93196615852437,2.43323624036493,7.546479328809,1.48366030722131,4.07066186483052,85.4377231879717,2.66925310120651,4.41020049218555,0.710511200898022,6.36888064797357,6.26406481617798,3.24590230024725,9.47628770210301,5.08361124949731
3.4,0.347902908983515,0.450405119379001,0.0539211539848497,3.04037629338699,2.42890988860544,7.50271132160747,1.48154395281242,3.27854000118268,84.2293882541152,2.73761541853489,4.72111156832933,0.710049867454469,6.56776141095819,6.56883030883403,3.37466537744292,9.89937838505133,5.63347284075689
3.6,0.350647738716451,0.458795494304391,0.0552091089303182,3.1505435501212,2.42484421909281,7.45951223638199,1.47945935770255,2.59665154095869,82.6341413805093,2.8008055680489,5.02735952073698,0.709294966011708,6.74419451743084,6.86032770314376,3.49757628830032,10.3018548461333,6.21129974831086
3.79999999999999,0.353479938052824,0.467613846858291,0.0565300786466196,3.26201377902315,2.42104566923007,7.41686475936059,1.47740557696683,2.01807327028219,80.6956066435665,2.85849348677986,5.32723922926596,0.708195029767534,6.89992854536139,7.13879948904285,3.61471847226279,10.684818068562,6.8152049386918
3.99999999999999,0.356390719657097,0.476848456352772,0.0578816217721455,3.37441723367087,2.41752094516527,7.37475524577289,1.47538155793345,1.53529905072753,78.4567201503956,2.91024032207185,5.61965900702226,0.706689844110489,7.03701528187595,7.40497610105649,3.72636271928642,11.0503110819875,7.44319434813277
4.19999999999999,0.359369511563476,0.486477826523913,0.0592610361941178,3.48747490201124,2.41427763127865,7.33317378505979,1.47338620335223,1.14019143730706,75.9612183103886,2.95558355336113,5.90397689623805,0.704721704591227,7.1576271996989,7.65995905975779,3.83293137434821,11.400926791283,8.09325739978141
4.39999999999999,0.362404347600932,0.496471708057518,0.0606653629116431,3.60099069733883,2.41132450753259,7.29211370866637,1.4714184124112,0.82398932116791,73.2544633679839,2.99411893902561,6.1797064379348,0.702245125046106,7.26381147659281,7.90498764650957,3.93491027211915,11.7392387363734,8.76342391111618
4.59999999999999,0.365482378606132,0.506793118449288,0.0620914089848121,3.71483170370655,2.40867143851854,7.25157060758146,1.46947709142333,0.577394591730755,70.3835146036595,3.02556775798352,6.44618441601521,0.699233814294659,7.35724375691699,8.14114619666881,4.03273159821647,12.0671903587683,9.45177876835944
4.79999999999999,0.368590439483667,0.517400983885682,0.0635357888199205,3.82890142805701,2.40632881174272,7.2115410546465,1.4675611371752,0.39075872364395,67.396333842706,3.04981859738239,6.70233163322265,0.695683885036628,7.4390570682328,8.36909801042793,4.12666385304849,12.3856181590154,10.1564408565131
4.99999999999999,0.371715601115198,0.528252881851769,0.0649949795182371,3.94311212666136,2.40430664699391,7.17202131094319,1.46566940698833,0.25436440627618,64.3401366932189,3.06693603104895,6.94662478353314,0.691612700045679,7.50980919080533,8.58893659782805,4.21674796036075,12.694085685792,10.8755263671705
5.19999999999999,0.374845642700008,0.539307398957006,0.0664653825320501,4.05736132648653,2.4026136163305,7.13300629215288,1.46380069498439,0.158731274680147,61.2592396817716,3.07713661216601,7.17731041546206,0.687053846758389,7.56960595675387,8.80020907906443,4.30280401149663,12.9911252758415,11.6071219242481
5.39999999999999,0.377969405308968,0.550525824737977,0.0679433832710797,4.17151524670303,2.40125623204437,7.09448896004035,1.46195372972145,0.0948563169914296,58.1930545870843,3.08074595049297,7.39275036681433,0.682050437687936,7.61832488574797,9.00208793523881,4.3845000292561,13.2747940089288,12.3492856343845
5.59999999999999,0.381077012490444,0.561873119545651,0.0694254026079391,4.28539964919028,2.40023834943092,7.05646014112681,1.4601271947673,0.0544326521471158,55.174669075073,3.07815892226203,7.59168665833774,0.676649771341749,7.65582685148951,9.19358751413753,4.46144002891733,13.5432463715825,13.1000760856698
5.79999999999999,0.384159940736665,0.573318159094184,0.0709079351303961,4.39879791153161,2.39956096865436,7.01890866857417,1.45831975891328,0.0301973900550068,52.2299539959221,3.0698147935548,7.773275075078,0.670900621277552,7.68206542965879,9.37371651430464,4.53322581182881,13.795034327684,13.857591328175
5.99999999999999,0.387210921209175,0.584833278358238,0.0723875687080135,4.51145566381458,2.39922222484317,6.9818217268861,1.45653009855379,0.0163477918913541,49.3772457667307,3.05618004136662,7.93693123387405,0.664851726733596,7.69709484774174,9.54153821673236,4.59948049358404,14.0291051705682,14.6199962822855
6.19999999999999,0.390168225616433,0.596158236907746,0.0738673637096301,4.6269584887011,2.39932567828396,6.94533072347211,1.45475482992017,1.3550374330581,48.0988634888988,3.03086202148672,8.14343884291901,0.657568204900479,7.73331136346586,9.73680510792437,4.6770909089545,14.351693981024,15.3831096395947
6.39999999999999,0.392945073768759,0.60682393772589,0.0753989008767481,4.75945403367145,2.40032606940318,6.90991649021961,1.45299306155586,3.97461919962681,51.2932576008983,2.98687898582193,8.61489326546361,0.648210143443357,7.88943812968267,10.091295637347,4.82302136206354,15.0177237057987,16.1457464200229
6.59999999999998,0.395642912623142,0.617102579018555,0.0770427497894081,4.91607031289631,2.40265119001363,6.87579953531244,1.45126000891305,6.94508817220212,57.4079523750725,2.93910257875225,9.41158713585674,0.638995772429629,8.17567436798931,10.6430994729643,5.05490998462806,16.0065229251999,16.9251498677758
6.79999999999998,0.398335966276765,0.627239764852951,0.0788271160069285,5.09937540401212,2.40672502511239,6.84309558086903,1.44957194013606,10.0064989620722,64.839347583203,2.89570383489255,10.4792767242764,0.630932180912474,8.55800521539583,11.3809287853424,5.36850017594242,17.2512354501839,17.7391239945149
6.99999999999998,0.401055073771241,0.63735481175329,0.0807594391051625,5.31038620860272,2.41296442649177,6.81187407096817,1.44793983256612,13.055100367345,72.6781129108234,2.85852546783147,11.7588790004355,0.624073825006392,8.99740168377248,12.2815172992983,5.75403150262819,18.6868076081885,18.5988978379383
7.19999999999998,0.403831138610276,0.647587558482814,0.0828374948408966,5.54854158056992,2.42173045242789,6.78210982393143,1.44637219755719,14.4543676769306,79.9558953811007,2.82897585107133,13.2096254527609,0.618464150970221,9.45478025564321,13.3117085557111,6.19754068284575,20.2234487303839,19.5125080093714
7.39999999999998,0.406731985499987,0.658254772880241,0.0850453347967977,5.80858101183512,2.43317818459095,6.75356059850547,1.44487884568829,13.9124289124241,84.9883846797885,2.81121087005144,14.748260169862,0.614548076376281,9.87393277931332,14.4022088842861,6.66947117331245,21.7071916891309,20.4890252545264
7.59999999999998,0.409777551290441,0.669495073693111,0.087361159475429,6.08554521931958,2.44737357219544,6.72603625459526,1.44346237626165,12.7117960969316,87.7035701284915,2.80382188411004,16.3025849445467,0.611979111357855,10.2229495697125,15.5014145457869,7.14727799380486,23.0761542390222,21.5293780168281
7.79999999999998,0.412968725454742,0.681361362537647,0.0897678527338035,6.37571147132823,2.46432688925814,6.69940049434993,1.44212136794724,11.3340181430458,88.6342329633298,2.80404297821444,17.839829642656,0.610296098624575,10.4937322262654,16.5799973914535,7.61787753851379,24.3167872099124,22.630121508337
7.99999999999998,0.416303901434267,0.693885814216656,0.092253152676245,6.67609980860253,2.484014958649,6.6735454370088,1.44085328393121,9.95939509646054,88.3000675155009,2.8095491437461,19.3479276533455,0.609163920033847,10.6895443796302,17.6217302361841,8.07384616428519,25.4330520257559,23.7866972639088
8.19999999999998,0.419782103415765,0.707095015086098,0.0948080368000031,6.98415542248934,2.50639694142523,6.64838203961609,1.43965546450687,8.65379075369988,87.0855067240374,2.81861873734989,20.8216330490974,0.60836756176627,10.817791488388,18.6176816783953,8.51093903938212,26.4352180940975,24.9945217784599
8.39999999999998,0.423403084196528,0.721012540657851,0.0974253371361818,7.29756113841747,2.53142010940838,6.6238342649479,1.43852538124476,7.44007738790758,85.2475043081885,2.82999475623623,22.2563384402909,0.607772057584157,10.8866159951442,19.5628172175879,8.92662793551291,27.3347176776571,26.2492560061218
8.59999999999999,0.427166603367649,0.73565736028924,0.100098751974228,7.61414285991083,2.55902102587114,6.59983569167575,1.43746063350209,6.32544918711071,82.9493566848003,2.84271567985133,23.6461463422191,0.607287099854876,10.9035594952003,20.4541837651094,9.3193181792617,28.1421749718165,27.5467989716867
8.79999999999999,0.431071463388243,0.751040608773644,0.102822151492563,7.93183595354479,2.58912589511642,6.57632801617729,1.43645887385399,5.31172358131216,80.2918080791655,2.85597457931242,24.9838052385437,0.606841814280641,10.8751829448592,21.2900421006447,9.68797321769382,28.8670941140671,28.8832113352281
8.99999999999999,0.435114464673483,0.767161716247551,0.105589070886507,8.24868797536732,2.62165177089232,6.55326085724764,1.43551772628386,4.39906655532784,77.3360377584546,2.86901405839287,26.2612597505336,0.606368240308519,10.8070553374598,22.0695069320187,10.0319575363492,29.5182310220734,30.254637000193
9.2,0.439289337882401,0.784004476217862,0.108392319556521,8.56287862120721,2.65650886296867,6.53059226950146,1.43463471216915,3.58713215120365,74.119780659577,2.88105352103553,27.4701926984511,0.605791282224779,10.7038297225776,22.7923981268257,10.3509701129354,30.104064222771,31.6572377916892
9.4,0.443585720141532,0.801533600125821,0.111223670219927,8.87274120457715,2.69360319114162,6.50828938903251,1.43380718204736,2.87512721425362,70.6689721560047,2.89124591535387,28.6022528694745,0.605023647400617,10.569293832862,23.4591046061824,10.644982493012,30.6330400840867,33.0871386551385
9.6,0.447988297192374,0.819692365802632,0.114073622241167,9.17677275308512,2.73283818260344,6.48632866711538,1.43303224816833,2.26139626995511,67.0067303832523,2.89866457665705,29.6488468260656,0.603965215093353,10.4063751101833,24.0703367387289,10.9141276179841,31.1134341484301,34.5403782386484
9.8,0.452476293416769,0.83840193591486,0.116931257750986,9.47362388676882,2.77411355835363,6.46469523597465,1.43230671643334,1.74283062175811,63.1604742137787,2.90232292102602,30.6005324374896,0.60250683106812,10.2171344645441,24.6267165947257,11.1585176047114,31.5527971669368,36.0128634412221
10,0.45702350937143,0.857562691039461,0.119784224107412,9.76206645570712,2.81732019804737,6.44338115029266,1.43162702237198,1.31435272060794,59.1670254966092,2.90122780854349,31.4462242596789,0.600538381541428,10.0028141642388,25.128240393884,11.3780060323169,31.9570819298802,37.5003319825171
10.2,0.461599039965894,0.87705750529953,0.122618877492451,10.0409461038012,2.86233073633971,6.42238257102929,1.43098918065591,0.968713780227616,55.0750173210908,2.89446052523282,32.1725762139779,0.597960111937071,9.76401005050814,25.5737351289541,11.5719489000078,32.3296767788974,38.9983307572289
10.4,0.466168654405168,0.896756459415829,0.125420607613235,10.3091353630631,2.90883695660827,6.40169647802066,1.43038877538252,0.696754762654836,50.9440317791122,2.88127003609091,32.7681345152097,0.594694943913474,9.51026232891459,25.960492345509,11.7390442793265,32.6653373047274,40.5022318841074
10.6,0.470696625265924,0.916522203257664,0.128174325124869,10.5655045834717,2.95567470901205,6.38132055828958,1.42982132655527,0.488101638670028,46.8399671313043,2.8611558066902,33.2359952409375,0.590698649241217,9.29371332664829,26.284279652708,11.8773226764479,32.9372113558916,42.0075658146552
10.8,0.475147702740653,0.936215306158805,0.130865071948517,10.8089240359243,3.00263775903233,6.36124786282361,1.42928203777544,0.332083324930465,42.8303137346154,2.83392071490711,33.5467108521917,0.585965430231153,9.09719479084113,26.5397136010631,11.98433570792,33.1574573830901,43.5098142219772
11,0.479489015227473,0.955699470699374,0.133478730812004,11.0383044448783,3.04961730711116,6.34146152029246,1.42876543631179,0.218583567179337,38.9780741390714,2.79968772591574,33.6770708764373,0.580528448871668,8.90189479466808,26.7211269682131,12.0575636802927,33.3291272680575,45.0041296136877
11.2,0.483691576491014,0.974846091220188,0.13600268345146,11.2526575311398,3.09641264033522,6.32193618781913,1.42826565051616,0.138592133949947,35.3347989972146,2.75887286359018,33.6154982165999,0.574454528175217,8.69816435376833,26.8237823287106,12.0949423929274,33.4479002982618,46.4855921819554
11.4,0.487731226383426,0.993537774829412,0.138426290697717,11.4511539934423,3.14277014494784,6.30263983993213,1.42777664855844,0.0843634523679684,31.9360316197888,2.71212194709746,33.361574458219,0.567834427464771,8.4822986888529,26.8450353577006,12.0953717024092,33.5086242567476,47.949414688922
11.6,0.491588972085155,1.01167056010104,0.140741120595567,11.633161074205,3.18841501087344,6.28353571908699,1.42729244974079,0.0492877369800941,28.7999875146297,2.66022839375438,32.9253511716902,0.560771336074315,8.25439734999069,26.7850772240341,12.0590379955792,33.5085154766707,49.391107937468
11.8,0.495250811063469,1.02915478190472,0.14294092984976,11.7982543686744,3.23307609623471,6.26458424359221,1.42680730642763,0.0277502022010275,25.929569178056,2.60405236858762,32.3251996047447,0.553370434328035,8.01671368909098,26.6469802560661,11.987426512461,33.4480926304449,50.8066084049434
12,0.49870719990244,1.04591485261736,0.145021479185459,11.9462116371284,3.27650314202176,6.24574465400101,1.42631582953729,0.0151755585094511,23.3164683606254,2.54445606078495,31.584504952197,0.545731365841618,7.77246743712515,26.436109962538,11.8830521924151,33.3304727929997,52.1923509555264
12.2,0.501952357896179,1.0618884244391,0.146980280904075,12.0769993194875,3.3184775051006,6.22697632156499,1.42581304309611,0.00814021997327296,20.9455898478263,2.48225925489236,30.7283986561074,0.537943838049296,7.52512344240934,26.1592743041781,11.7490748413057,33.1600708913243,53.5452811674864
12.4,0.504983576921943,1.07702540675231,0.14881634940165,12.1907574556973,3.35881608760754,6.2082396808965,1.42529437810359,0.00432846275775135,18.7986751356008,2.41821297544627,29.7812922051035,0.530085724550952,7.27758909941187,25.8239698373449,11.5889591785967,32.9419922730602,54.8628207842599
12.6,0.507800648301206,1.09128715444841,0.150529988167502,12.2877841796287,3.39737051981435,6.18949683847895,1.42475563775359,0.00230848271022374,16.8567464841611,2.35298756619434,28.7657439735855,0.522222969282464,7.03210514273086,25.4378668330653,11.4062427027886,32.681356804924,56.1428140552319
12.8,0.510405431013035,1.10464589407506,0.152122615761456,12.3685193150124,3.43402500660876,6.17071197097107,1.42419296333191,0.00125316213179493,15.1014598876287,2.28717090162622,27.7021045033886,0.514410583621197,6.79034788251022,25.0085049566302,11.2043980597326,32.3829606694709,57.3834777493914
13,0.512801527368478,1.11708427929622,0.153596617536885,12.4335265796446,3.46869384784934,6.15185159804924,1.42360281196409,0.00070651474734932,13.5156916122469,2.22127227632932,26.608496542639,0.506694071943437,6.55354947380058,24.5431210637084,10.9867546203282,32.051195522028,58.583362463088
13.2000000000001,0.515000824314115,1.12874339708282,0.154987163606622,12.4900695038171,3.50187977648555,6.13313810061188,1.42297076392517,1.33318287593797,13.4456315434187,2.1558366625352,25.7825354868996,0.499134560712489,6.37208832582145,24.1370334219668,10.7953175329929,31.7942784556832,59.7337593109803
13.4000000000001,0.517301966325558,1.14125400597091,0.156552563740656,12.5780738969209,3.53678739473029,6.11558529921181,1.42230066790318,3.84131335149807,17.3466454170028,2.10476278230822,26.6222593184394,0.493968739325286,6.47990646685729,24.2210892935364,10.821251344237,31.9239533193941,60.8385270618642
13.6000000000001,0.520027652423145,1.15600256389661,0.158524277199616,12.7307443409251,3.57823898626334,6.09999229636871,1.42166981601163,6.56951995496139,23.4169777569851,2.07916123595383,29.7247563837046,0.492716741096115,6.91337999389628,25.0394363733448,11.173670282684,32.5589433955956,61.9496372810453
13.8000000000001,0.523211880454919,1.17295990653038,0.16094779645638,12.9575222099979,3.63079395966814,6.08686604381258,1.42113974686846,9.2874903082885,30.1916367118996,2.07419447677477,34.6577110171876,0.49427020513313,7.50922109867874,26.5502046381222,11.8339952339341,33.6693662058141,63.1062899401708
14.0000000000001,0.526791825222876,1.19171473884466,0.163794040097705,13.2573306378346,3.69743704834513,6.07640357155546,1.42073658050992,11.9180524857148,37.0228828493411,2.08189608613705,40.861241891376,0.497211134330159,8.11905253497906,28.6212960991965,12.7440445721854,35.1184573563509,64.3230904547165
14.2000000000001,0.530726737821857,1.21202598478138,0.167015030145787,13.6227280732088,3.77926812656873,6.06847256552633,1.420468545765,12.877523672537,43.0421635803003,2.09724989092463,47.826548401108,0.500773745355094,8.65041199920775,31.0878392291126,13.8316151474801,36.7129780977055,65.6025496644961
14.4000000000001,0.535024172446203,1.23395282875479,0.170514410659012,14.0286987075454,3.87447826652752,6.06246355176576,1.42034222306054,11.9899565755671,46.5080082642344,2.11835228078109,54.6521752063099,0.504750618337435,8.9999396946687,33.649590994939,14.9637654934337,38.1990833120316,66.9458768368143
14.6000000000001,0.539627986837552,1.25730587783675,0.17418328805268,14.4514833032426,3.97983567125897,6.05783666665298,1.42034697477217,10.5479167567357,47.5715601503319,2.14111683500677,60.752566768339,0.508571628646832,9.15178300652279,36.0819427749374,16.0403504445721,39.4448254598693,68.3436865368395
14.8000000000001,0.544476074797235,1.28184104233522,0.177940983228226,14.8750091771885,4.09214393067247,6.05420290190224,1.4204681998702,9.01229871530571,46.917266509569,2.16233167972267,65.9546390459125,0.511841116332065,9.15046292198743,38.2782717660108,17.0134867094383,40.4218677294048,69.7846322711857
15.0000000000001,0.549513531009932,1.30731506988302,0.181728205911525,15.2882106284287,4.20878218739516,6.05128484855702,1.42069363071806,7.54922968885011,45.105893047478,2.17995808912493,70.2683876186852,0.514359243310133,9.0442385207369,40.198462516765,17.8647631613396,41.1550495737098,71.2592606575057
15.2000000000001,0.554687175425284,1.33347032980133,0.185496997951622,15.6829344521428,4.32772472749571,6.04888486270235,1.42101380891615,6.21863445567183,42.5117482930147,2.19262138284952,73.7575188553539,0.51601744989186,8.8667938750796,41.8338719516953,18.5897190161371,41.6880691268439,72.7601822079824
15.4000000000001,0.559939114634912,1.36001599355253,0.189204117599261,16.0527403985519,4.44738385955948,6.04686145004304,1.42142118541207,5.04116235106909,39.377546848794,2.19920830986737,76.4840415937761,0.516725942286524,8.63698868870703,43.1883049720195,19.1894296768063,42.0650699410899,74.2814421182391
15.6000000000001,0.565202168982123,1.38661642387917,0.192807438160054,16.3922754323888,4.56644228395668,6.04511303819551,1.42190903260244,4.02142189439932,35.874253773126,2.19864968339027,78.4897575237855,0.516379828016564,8.36349558083692,44.2686256764153,19.6663589529485,42.3230267635798,75.8178377060371
15.8000000000001,0.570398081554032,1.41288960471405,0.196264620735826,16.6969860949704,4.68372519005659,6.04356611030848,1.42247047602413,3.15582557744285,32.1420184589425,2.1898664743228,79.7950612334891,0.514855341622532,8.04955448646967,45.0808119278334,20.0226235000702,42.4896988184129,77.3643608536695
16.0000000000001,0.575439011569792,1.43841622772887,0.199533566361052,16.963039374467,4.79811965811678,6.04216526728785,1.42309773128825,2.43544291737242,28.3111011231102,2.17184400899887,80.4060989707209,0.5120274902717,7.69668742421407,45.6291796204642,20.2596695962213,42.583932349042,78.9158016440215
16.2000000000001,0.580232344580902,1.46275871865036,0.202574255152772,17.1873837256643,4.90853858584707,6.04086403700977,1.42378157809348,1.84755185935695,24.5072141686061,2.14379037974288,80.3260879392322,0.507800417702315,7.30731699634609,45.9175482290892,20.3788218322161,42.6168113765207,80.4665144352269
16.4000000000001,0.584688146000017,1.48548837708958,0.205351513495597,17.3679025546252,5.01392499936946,6.0396162796998,1.42451107705067,1.37699152836239,20.8470285641063,2.10532491838867,79.5680267011811,0.502140863488198,6.88637083353848,45.9515086181483,20.382329691024,42.5931138594661,82.0103319675915
