strain	156	157	158	159	160	161	162	163	164	165	166	167	168	169	170	171	172	173	174	175	176	177	178	179	180	181	182	183	184	185	186	187	188	189	190	191	192	193	194	195	196	197	198	199	200	201	202	203	204	205
Bifidobacterium breve UCC2003	1.7690502839446597e-4	8.96936740640542e-6	5.312301342064396e-6	2.0843248703982045e-6	3.5252839484039064e-4	2.2236046841431445e-4	7.394528035445128e-5	1.0276774079509345e-6	9.696663164878376e-8	2.7107881829673057e-4	2.5330425859869014e-4	4.0972403488830983e-5	3.526195377670388e-5	3.612386639215308e-5	3.3865221707139194e-4	6.806849112263239e-5	4.990940332110368e-4	2.0811310001016915e-4	1.3571432062711039e-5	4.334443351201511e-6	7.738250050511997e-6	1.9631712167297798e-4	3.025430471934018e-5	2.317642328888061e-5	2.210161615857998e-6	6.553791035743346e-7	0	0	0	0	0	6.019417372639524e-4	4.2187183015625877e-4	6.000184747080792e-4	9.31658053351541e-5	2.6630810028513524e-5	3.1402845859279606e-4	8.101582183629937e-5	6.489840877746067e-5	2.7918430323289727e-5	4.399373708750148e-5	1.9038883517052186e-5	7.331096242994873e-5	1.538907111258983e-6	1.7402582734706241e-7	0.0011553641094355486	1.8177733825302682e-4	4.890728848108958e-5	3.101667945200041e-7	0
Bifidobacterium longum subsp. infantis ATCC 15697 = JCM 1222	0.0014356910931944957	8.390202539591813e-5	4.975284375202246e-5	1.952148171299782e-5	0.0032143557828747155	0.00208225927011234	6.932628945275867e-4	4.652575901450595e-5	1.0278462954771079e-5	0.0032286215438096216	0.0030889616197019307	8.211856135634237e-4	6.793563914392587e-4	8.012409095437014e-4	0.0027475058221489534	5.368941864662721e-4	0.003533525977620263	0.0015778231317185123	1.0274770021424143e-4	4.094221189568655e-5	5.7524785301967856e-5	0.001714417097157781	2.6069125899831456e-4	1.9522815158945608e-4	3.1826327268355174e-5	2.2657391866426996e-5	1.606575834785496e-5	1.2457758239684613e-5	6.2001768216764075e-6	1.0216529942162342e-5	1.3503642754411728e-5	0.004716679116423007	0.0033167045112910596	0.0046934859362422355	3.869186012290161e-4	1.5579487818074636e-4	0.003071363034719181	8.098667945434387e-4	6.662073789032365e-4	2.571059527221324e-4	3.9351948909085505e-4	1.8977714413382943e-4	7.066449988533312e-4	3.990899108531629e-5	2.1666215504709268e-5	0.011626854715238383	0.0016786646595418901	5.342311825373374e-4	3.0163720767070396e-5	2.474337035555809e-5
Faecalibacterium prausnitzii A2-165	0.07430318459274064	0.04247405495157259	0.04144497566823181	0.04970265834793971	0.014555249264548204	0.02024248103511227	0.008637098726891496	0.017765459351247806	0.014038344096952668	0.01958512184757903	0.008379668068050747	0.011328224991966663	0.005492920598998089	0.007673949839326985	0.0014483963680271945	3.822342415668778e-4	0.0012176775992347707	0.002764278017029012	0.003462899084599108	0.0034247324695396994	0.004024743509727691	0.08004000855458933	0.0060852932240009995	0.009737197812470406	0.028466970018715648	0.005477284045329389	0.004309579729952586	0.003210307384750401	5.981635935684645e-4	0.0024290472077618743	0.0035769649251686177	0.013710446805562413	0.01097824891415666	0.009810889065748573	0.0059845924175358466	0.0050081697201009075	0.01605176852295378	0.0017454829672248744	0.0036376507692851743	0.0023663718518408786	0.04075858131510568	0.027025962767284133	0.037857291205757565	0.02473157099742828	0.0379274498507598	0.007935906587600046	0.01169488002437469	0.019361833161050168	0.0068705822071112406	0.006995747970862456
Faecalibacterium prausnitzii SL3/3	0.007252350590304678	0.003229228533946134	0.003817888140869893	0.004507937159943669	0.02754082794118318	0.05750917099817755	0.01806377562944453	0.035672831610011745	0.012655696896272661	0.04828900668747158	0.02706271967101737	0.05341019031317097	0.04148820000744191	0.05299428539199321	0.0015286752127084218	2.39485150403513e-4	0.0011958395236002107	0.0028555639904425637	0.003513908949938263	0.003715192396279251	0.004386449800691697	0.012365560079626019	8.555485170276269e-4	0.003374826758081172	0.02045663707112919	0.012847958320885032	0.0038800005347259868	0.0028719243170318614	3.183575940318203e-4	0.0018655249246362882	0.003071067584296816	0.042947040488518884	0.033980187178127196	0.030958969311507694	0.014525588314929484	0.01687548964270268	0.0072827330790503865	0.00231317656771808	0.010932336696350103	0.007829196752573766	0.008002999475037999	0.004407463303507788	0.006694128258002765	0.007162894446258645	0.008447996775649471	0.01187441082719019	0.05065319775773522	0.047854333305045495	0.04285768454129472	0.017599679806293574
Faecalibacterium prausnitzii L2-6	0.05884635959473033	0.02624959689100199	0.03682224531327926	0.04677794385723534	0.01196261561844377	0.020712666084779043	0.005659264981151549	0.01336849484872028	0.009784708866415472	0.022822367922281307	0.010292860232996148	0.01323307743050007	0.007083039953536226	0.015999693077452644	0.0068363966785635055	6.496623454119504e-4	0.0034400995083492315	0.016098599362049264	0.024564708016098943	0.03789368822014753	0.05011057447232105	0.015517697769816914	0.0013447678277452432	0.0031102907674208278	0.021599555845921676	0.0037584119078263594	0.003645308579756389	0.0027269843074615207	5.117908332902595e-4	0.0020286533336469985	0.0030638917354901237	0.019235271725886627	0.016392287029274387	0.012620227803161542	0.01746449582676053	0.010814057467432235	0.0019510671837290596	9.050166716281572e-4	8.804179693281345e-4	8.294337743495717e-4	0.02007425244989001	0.007732615778967891	0.01437108160608203	0.013201360763224059	0.012106367718139418	0.006889033611902981	0.004653202921864147	0.004684363947932653	0.006463488289303735	0.00597971685509071
Bifidobacterium adolescentis L2-32	5.411420045676959e-4	1.7426199532444816e-6	1.370916475371457e-6	2.4910224060856593e-6	0.022120720644798187	0.02171485521497196	0.003916821432780599	1.01366362511524e-4	2.841122307309364e-5	0.003774652472720144	0.0014999430298234567	1.5693943880810775e-5	2.2038721110439927e-6	2.710593149194748e-6	3.607461920647556e-4	6.258859263571388e-5	0.01782936662928001	0.004368115286248795	1.84436281710483e-4	8.877775538605503e-7	5.689889743023526e-7	0.005544993825916577	2.9958965078032336e-4	1.375085241630082e-4	6.3652654536710345e-6	5.523909587269392e-6	1.19893719013843e-7	1.2647470294096054e-7	6.138788932352879e-8	1.3442802555476765e-7	0	0.017984774664719302	0.013394210627943754	0.018677019783864116	7.376009464836484e-5	6.30973896145965e-6	0.09604235036935471	0.03970219691303491	1.9384388494579574e-5	3.632244761448408e-6	0.00534883038160796	0.0015542304628559029	0.010912905549647757	3.8985646818560904e-5	9.571420504088433e-7	6.124994261013308e-5	1.3491286823466835e-5	5.197464455307429e-6	0	2.0705749251513046e-7
Faecalibacterium cf. prausnitzii KLE1255	0.01319932139392297	0.004895326969831968	0.0064896901083292486	0.00791779097353121	0.013884210726900936	0.0239706622079658	0.006495240195466857	0.010523510082636474	0.007699441452808376	0.018197398676222304	0.007370874545524898	0.008265215544828994	0.003970454992985024	0.006810156780186482	0.019560532527457968	7.09578921430076e-4	0.0018955738896832977	0.00713391736385869	0.006395576357920573	0.005410064191017143	0.0062664462706841	0.01697821482022909	0.0012829265882177347	0.003687634662215809	0.009412105850828236	0.005303702208468416	0.025833619529631764	0.018590010686480026	8.962631841235203e-4	0.01066128506471029	0.01945392181991007	0.016338646114216027	0.01445187214790445	0.01166582256362512	0.005670698149412568	0.004635338379701718	0.0024609246531511124	6.031015945691423e-4	0.0011235086790979973	9.57630648283045e-4	0.025614949395081625	0.009772681847716763	0.02670328106846304	0.007809850995831921	0.009205444189177561	0.009608776472577971	0.007999493915365091	0.00704443883231889	0.008989254038778758	0.006437003327310376
Roseburia intestinalis XB6B4	0.027474428861712856	0.010178284372204761	0.02348277103575653	0.010960651098352784	0.005741703907818186	0.007151889907279289	0.003789574792544134	0.005305431331156152	0.004849689115282271	0.008770373259368254	0.0017793692900901366	0.009574538862885206	0.0016603869978925856	0.019852175717537012	7.631576334724291e-4	3.8345702883255383e-4	0.02073927815566701	0.015164875764099597	0.006664561101447026	0.019219705152363258	0.0026050591199458916	0.0025310242803369388	0.0010265573727507545	0.003023785136546407	0.0028405881151653332	0.004776309281263526	0.043320837810114844	0.027887671998481797	0.009860798049927753	0.00420598406355757	0.009709510550356943	0.00456717585904646	0.007822276103625018	0.0029406638790789403	0.008379404268594166	0.00649105116632277	0.010082527650975325	0.005491080464010834	0.010527753074324723	0.0051648383893230804	0.007769922451611154	0.0021103340765889172	0.002202567827057544	0.004335306520031389	0.004458976761200106	0.006049428805940038	0.0032107971607619155	0.003140461391700348	0.004183762349581705	0.012231300197853788
Bacteroides fragilis 3_1_12	0.0053228164167060405	0.008032862942120621	0.007474522231324219	0.006836992272441798	0.0033849167230506332	0.0030189468669739074	0.0040192815598076815	0.003201028275329352	0.0034561816518575996	0.0015122366083758553	0.0018223937634256496	0.002144521381513218	0.0031417478263926907	0.0017801820507336507	0.0057275476794490555	0.002769477291504468	0.002732459083979019	0.002326820076502586	0.0025971353150813343	0.00270448376231354	0.002624290947277311	0.003857335550061535	0.009412294283333868	0.014549258055523182	0.008661800185476763	0.007942632981803586	0.002172414241671328	0.0024571505287369812	0.004534907547997042	0.0031860786336735483	0.0037829117859206843	0.0011111872077028155	0.0014630104441386458	0.002108573948204381	0.0019849926718150356	0.0015183273327406509	0.003365342814850657	0.0033700979052892987	0.003533459681126809	0.004056861296110279	0.0027134259637927953	0.0034090306088665535	0.002395878091137376	0.002498979961069754	0.003218259625129225	0.002564624057770864	0.00941446524153922	0.005681169466992352	0.005472427839113692	0.005024871228357186
